order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0000039,CUST_013421,cancelled,2022-07-06T01:44:00.000Z,2022-07-06T03:44:00.000Z,2022-07-07T03:44:00.000Z,null,2022-07-18T01:44:00.000Z
ORD_0000040,CUST_004130,processing,2021-05-07T07:28:00.000Z,2021-05-07T13:28:00.000Z,2021-05-09T13:28:00.000Z,null,2021-05-22T07:28:00.000Z
ORD_0000041,CUST_009232,delivered,2023-06-18T19:28:00.000Z,2023-06-19T05:28:00.000Z,2023-06-20T05:28:00.000Z,2023-07-02T19:28:00.000Z,2023-06-29T19:28:00.000Z
ORD_0000042,CUST_006262,shipped,2022-11-13T16:07:00.000Z,2022-11-13T21:07:00.000Z,2022-11-14T21:07:00.000Z,null,2022-11-27T16:07:00.000Z
ORD_0000043,CUST_007032,invoiced,2022-11-07T17:05:00.000Z,2022-11-08T14:05:00.000Z,2022-11-09T14:05:00.000Z,null,2022-11-14T17:05:00.000Z
ORD_0000044,CUST_009450,shipped,2022-07-02T02:57:00.000Z,2022-07-02T10:57:00.000Z,2022-07-04T10:57:00.000Z,null,2022-07-14T02:57:00.000Z
ORD_0000045,CUST_006736,delivered,2022-04-29T04:42:00.000Z,2022-04-30T00:42:00.000Z,2022-05-03T00:42:00.000Z,2022-05-08T04:42:00.000Z,2022-05-16T04:42:00.000Z
ORD_0000046,CUST_005283,delivered,2023-01-25T03:43:00.000Z,2023-01-25T14:43:00.000Z,2023-01-27T14:43:00.000Z,2023-02-04T03:43:00.000Z,2023-02-02T03:43:00.000Z
ORD_0000047,CUST_011270,invoiced,2021-02-08T00:50:00.000Z,2021-02-08T14:50:00.000Z,2021-02-09T14:50:00.000Z,null,2021-02-16T00:50:00.000Z
ORD_0000048,CUST_014732,delivered,2023-05-02T14:22:00.000Z,2023-05-03T13:22:00.000Z,2023-05-06T13:22:00.000Z,2023-05-18T14:22:00.000Z,2023-05-17T14:22:00.000Z
ORD_0000049,CUST_006025,shipped,2022-04-05T15:35:00.000Z,2022-04-05T21:35:00.000Z,2022-04-08T21:35:00.000Z,null,2022-04-16T15:35:00.000Z
ORD_0000050,CUST_013094,delivered,2022-01-07T14:27:00.000Z,2022-01-08T07:27:00.000Z,2022-01-11T07:27:00.000Z,2022-01-28T14:27:00.000Z,2022-01-20T14:27:00.000Z
ORD_0000051,CUST_009898,invoiced,2021-02-16T13:27:00.000Z,2021-02-16T18:27:00.000Z,2021-02-19T18:27:00.000Z,null,2021-02-24T13:27:00.000Z
ORD_0000052,CUST_004243,delivered,2023-01-14T05:51:00.000Z,2023-01-14T23:51:00.000Z,2023-01-15T23:51:00.000Z,2023-01-18T05:51:00.000Z,2023-01-25T05:51:00.000Z
ORD_0000053,CUST_012212,delivered,2021-07-30T00:40:00.000Z,2021-07-30T04:40:00.000Z,2021-08-01T04:40:00.000Z,2021-08-04T00:40:00.000Z,2021-08-08T00:40:00.000Z
ORD_0000054,CUST_012864,delivered,2022-01-08T19:31:00.000Z,2022-01-09T02:31:00.000Z,2022-01-11T02:31:00.000Z,2022-01-15T19:31:00.000Z,2022-01-28T19:31:00.000Z
ORD_0000055,CUST_009569,delivered,2022-12-06T01:57:00.000Z,2022-12-06T07:57:00.000Z,2022-12-09T07:57:00.000Z,2022-12-18T01:57:00.000Z,2022-12-25T01:57:00.000Z
ORD_0000056,CUST_014390,shipped,2023-04-08T08:51:00.000Z,2023-04-09T07:51:00.000Z,2023-04-11T07:51:00.000Z,null,2023-04-25T08:51:00.000Z
ORD_0000057,CUST_012376,delivered,2023-03-03T12:37:00.000Z,2023-03-03T15:37:00.000Z,2023-03-04T15:37:00.000Z,2023-03-11T12:37:00.000Z,2023-03-20T12:37:00.000Z
ORD_0000058,CUST_008843,delivered,2022-02-19T04:03:00.000Z,2022-02-19T18:03:00.000Z,2022-02-20T18:03:00.000Z,2022-03-02T04:03:00.000Z,2022-03-09T04:03:00.000Z
ORD_0000059,CUST_001145,invoiced,2021-02-09T04:22:00.000Z,2021-02-10T02:22:00.000Z,2021-02-11T02:22:00.000Z,null,2021-02-28T04:22:00.000Z
ORD_0000060,CUST_003948,delivered,2023-05-21T12:55:00.000Z,2023-05-22T11:55:00.000Z,2023-05-23T11:55:00.000Z,2023-06-04T12:55:00.000Z,2023-06-08T12:55:00.000Z
ORD_0000061,CUST_014500,cancelled,2022-04-14T01:14:00.000Z,2022-04-14T12:14:00.000Z,2022-04-17T12:14:00.000Z,null,2022-04-26T01:14:00.000Z
ORD_0000062,CUST_011556,delivered,2022-09-30T03:20:00.000Z,2022-09-30T16:20:00.000Z,2022-10-02T16:20:00.000Z,2022-10-09T03:20:00.000Z,2022-10-13T03:20:00.000Z
ORD_0000063,CUST_006498,processing,2022-02-28T04:36:00.000Z,2022-02-28T16:36:00.000Z,2022-03-03T16:36:00.000Z,null,2022-03-20T04:36:00.000Z
ORD_0000064,CUST_005895,processing,2023-06-14T23:12:00.000Z,2023-06-15T01:12:00.000Z,2023-06-16T01:12:00.000Z,null,2023-07-03T23:12:00.000Z
ORD_0000065,CUST_000994,invoiced,2021-09-07T12:32:00.000Z,2021-09-07T19:32:00.000Z,2021-09-08T19:32:00.000Z,null,2021-09-26T12:32:00.000Z
ORD_0000066,CUST_013191,cancelled,2022-09-26T04:11:00.000Z,2022-09-26T13:11:00.000Z,2022-09-28T13:11:00.000Z,null,2022-10-03T04:11:00.000Z
ORD_0000067,CUST_009162,shipped,2022-07-17T00:24:00.000Z,2022-07-17T01:24:00.000Z,2022-07-20T01:24:00.000Z,null,2022-07-31T00:24:00.000Z
ORD_0000068,CUST_014988,delivered,2023-03-31T14:52:00.000Z,2023-04-01T11:52:00.000Z,2023-04-04T11:52:00.000Z,2023-04-23T14:52:00.000Z,2023-04-14T14:52:00.000Z
ORD_0000069,CUST_010482,shipped,2021-07-24T20:56:00.000Z,2021-07-25T00:56:00.000Z,2021-07-26T00:56:00.000Z,null,2021-07-31T20:56:00.000Z
ORD_0000070,CUST_004706,cancelled,2021-01-05T13:24:00.000Z,2021-01-06T07:24:00.000Z,2021-01-08T07:24:00.000Z,null,2021-01-20T13:24:00.000Z
ORD_0000071,CUST_011495,delivered,2021-09-04T22:48:00.000Z,2021-09-04T23:48:00.000Z,2021-09-05T23:48:00.000Z,2021-09-10T22:48:00.000Z,2021-09-15T22:48:00.000Z
ORD_0000072,CUST_009982,processing,2023-04-12T10:53:00.000Z,2023-04-12T11:53:00.000Z,2023-04-15T11:53:00.000Z,null,2023-04-27T10:53:00.000Z
ORD_0000073,CUST_007706,delivered,2022-12-15T20:31:00.000Z,2022-12-16T09:31:00.000Z,2022-12-18T09:31:00.000Z,2023-01-04T20:31:00.000Z,2022-12-31T20:31:00.000Z
ORD_0000074,CUST_010412,delivered,2022-01-17T19:50:00.000Z,2022-01-18T05:50:00.000Z,2022-01-20T05:50:00.000Z,2022-02-01T19:50:00.000Z,2022-01-31T19:50:00.000Z
ORD_0000075,CUST_010730,delivered,2023-05-01T10:47:00.000Z,2023-05-01T12:47:00.000Z,2023-05-03T12:47:00.000Z,2023-05-11T10:47:00.000Z,2023-05-15T10:47:00.000Z
ORD_0000076,CUST_000072,delivered,2022-06-27T18:01:00.000Z,2022-06-28T09:01:00.000Z,2022-06-30T09:01:00.000Z,2022-07-03T18:01:00.000Z,2022-07-08T18:01:00.000Z
ORD_0000077,CUST_008044,delivered,2022-12-04T01:20:00.000Z,2022-12-04T05:20:00.000Z,2022-12-07T05:20:00.000Z,2022-12-25T01:20:00.000Z,2022-12-19T01:20:00.000Z
ORD_0000078,CUST_002949,delivered,2021-12-03T09:30:00.000Z,2021-12-04T03:30:00.000Z,2021-12-07T03:30:00.000Z,2021-12-10T09:30:00.000Z,2021-12-22T09:30:00.000Z
ORD_0000079,CUST_008215,processing,2022-05-12T09:01:00.000Z,2022-05-12T15:01:00.000Z,2022-05-15T15:01:00.000Z,null,2022-05-21T09:01:00.000Z
ORD_0000080,CUST_011362,delivered,2021-11-30T00:28:00.000Z,2021-11-30T12:28:00.000Z,2021-12-02T12:28:00.000Z,2021-12-08T00:28:00.000Z,2021-12-10T00:28:00.000Z
ORD_0000081,CUST_002573,delivered,2021-05-24T17:23:00.000Z,2021-05-25T04:23:00.000Z,2021-05-27T04:23:00.000Z,2021-06-01T17:23:00.000Z,2021-05-31T17:23:00.000Z
ORD_0000082,CUST_000221,delivered,2021-09-16T14:05:00.000Z,2021-09-17T05:05:00.000Z,2021-09-20T05:05:00.000Z,2021-09-24T14:05:00.000Z,2021-10-01T14:05:00.000Z
ORD_0000083,CUST_010406,delivered,2023-01-07T11:07:00.000Z,2023-01-08T07:07:00.000Z,2023-01-11T07:07:00.000Z,2023-01-18T11:07:00.000Z,2023-01-25T11:07:00.000Z
ORD_0000084,CUST_002084,delivered,2021-10-01T02:32:00.000Z,2021-10-01T14:32:00.000Z,2021-10-04T14:32:00.000Z,2021-10-05T02:32:00.000Z,2021-10-09T02:32:00.000Z
ORD_0000085,CUST_012042,delivered,2021-01-23T22:59:00.000Z,2021-01-24T14:59:00.000Z,2021-01-26T14:59:00.000Z,2021-02-14T22:59:00.000Z,2021-02-09T22:59:00.000Z
ORD_0000086,CUST_003488,processing,2022-01-18T02:21:00.000Z,2022-01-18T21:21:00.000Z,2022-01-21T21:21:00.000Z,null,2022-02-07T02:21:00.000Z
ORD_0000087,CUST_012855,processing,2021-08-10T04:30:00.000Z,2021-08-11T03:30:00.000Z,2021-08-14T03:30:00.000Z,null,2021-08-19T04:30:00.000Z
ORD_0000088,CUST_007627,shipped,2023-03-04T12:35:00.000Z,2023-03-05T03:35:00.000Z,2023-03-06T03:35:00.000Z,null,2023-03-19T12:35:00.000Z
ORD_0000089,CUST_009876,delivered,2023-05-08T19:12:00.000Z,2023-05-09T14:12:00.000Z,2023-05-10T14:12:00.000Z,2023-05-14T19:12:00.000Z,2023-05-25T19:12:00.000Z
ORD_0000090,CUST_013291,cancelled,2021-02-19T12:03:00.000Z,2021-02-20T02:03:00.000Z,2021-02-21T02:03:00.000Z,null,2021-03-04T12:03:00.000Z
ORD_0000091,CUST_013850,delivered,2021-02-16T14:05:00.000Z,2021-02-17T00:05:00.000Z,2021-02-18T00:05:00.000Z,2021-02-28T14:05:00.000Z,2021-02-26T14:05:00.000Z
ORD_0000092,CUST_009298,delivered,2021-11-01T19:05:00.000Z,2021-11-02T16:05:00.000Z,2021-11-04T16:05:00.000Z,2021-11-18T19:05:00.000Z,2021-11-16T19:05:00.000Z
ORD_0000093,CUST_003401,shipped,2021-08-16T13:24:00.000Z,2021-08-16T20:24:00.000Z,2021-08-18T20:24:00.000Z,null,2021-08-27T13:24:00.000Z
ORD_0000094,CUST_011354,delivered,2022-03-14T11:43:00.000Z,2022-03-14T14:43:00.000Z,2022-03-17T14:43:00.000Z,2022-03-31T11:43:00.000Z,2022-03-25T11:43:00.000Z
ORD_0000095,CUST_000520,processing,2022-09-03T08:23:00.000Z,2022-09-04T02:23:00.000Z,2022-09-05T02:23:00.000Z,null,2022-09-15T08:23:00.000Z
ORD_0000096,CUST_011490,cancelled,2023-02-12T17:37:00.000Z,2023-02-12T21:37:00.000Z,2023-02-14T21:37:00.000Z,null,2023-02-25T17:37:00.000Z
ORD_0000097,CUST_014376,delivered,2021-08-27T20:59:00.000Z,2021-08-28T14:59:00.000Z,2021-08-30T14:59:00.000Z,2021-09-06T20:59:00.000Z,2021-09-12T20:59:00.000Z
ORD_0000098,CUST_003944,delivered,2022-02-25T07:15:00.000Z,2022-02-25T12:15:00.000Z,2022-02-26T12:15:00.000Z,2022-03-03T07:15:00.000Z,2022-03-04T07:15:00.000Z
ORD_0000099,CUST_005315,delivered,2023-04-13T07:44:00.000Z,2023-04-13T11:44:00.000Z,2023-04-16T11:44:00.000Z,2023-04-18T07:44:00.000Z,2023-04-29T07:44:00.000Z
ORD_0000100,CUST_004017,delivered,2021-01-28T19:46:00.000Z,2021-01-29T11:46:00.000Z,2021-01-30T11:46:00.000Z,2021-02-04T19:46:00.000Z,2021-02-08T19:46:00.000Z
ORD_0000101,CUST_004968,processing,2023-03-05T17:58:00.000Z,2023-03-06T06:58:00.000Z,2023-03-08T06:58:00.000Z,null,2023-03-20T17:58:00.000Z
ORD_0000102,CUST_000702,invoiced,2022-04-24T01:51:00.000Z,2022-04-24T22:51:00.000Z,2022-04-25T22:51:00.000Z,null,2022-05-07T01:51:00.000Z
ORD_0000103,CUST_009929,cancelled,2023-01-26T05:29:00.000Z,2023-01-26T21:29:00.000Z,2023-01-29T21:29:00.000Z,null,2023-02-10T05:29:00.000Z
ORD_0000104,CUST_003362,processing,2022-03-05T13:12:00.000Z,2022-03-06T06:12:00.000Z,2022-03-07T06:12:00.000Z,null,2022-03-17T13:12:00.000Z
ORD_0000105,CUST_009245,delivered,2022-05-13T06:33:00.000Z,2022-05-14T00:33:00.000Z,2022-05-17T00:33:00.000Z,2022-05-16T06:33:00.000Z,2022-05-22T06:33:00.000Z
ORD_0000106,CUST_007647,delivered,2022-04-17T00:05:00.000Z,2022-04-17T10:05:00.000Z,2022-04-19T10:05:00.000Z,2022-04-30T00:05:00.000Z,2022-05-01T00:05:00.000Z
ORD_0000107,CUST_009232,processing,2022-01-06T03:33:00.000Z,2022-01-06T08:33:00.000Z,2022-01-07T08:33:00.000Z,null,2022-01-13T03:33:00.000Z
ORD_0000108,CUST_008641,processing,2022-06-04T21:40:00.000Z,2022-06-05T04:40:00.000Z,2022-06-07T04:40:00.000Z,null,2022-06-18T21:40:00.000Z
ORD_0000109,CUST_006200,delivered,2022-12-04T05:32:00.000Z,2022-12-04T19:32:00.000Z,2022-12-07T19:32:00.000Z,2022-12-07T05:32:00.000Z,2022-12-20T05:32:00.000Z
ORD_0000110,CUST_014182,delivered,2023-03-05T12:54:00.000Z,2023-03-05T18:54:00.000Z,2023-03-07T18:54:00.000Z,2023-03-19T12:54:00.000Z,2023-03-21T12:54:00.000Z
ORD_0000111,CUST_000381,shipped,2021-06-17T11:10:00.000Z,2021-06-18T00:10:00.000Z,2021-06-20T00:10:00.000Z,null,2021-07-02T11:10:00.000Z
ORD_0000112,CUST_004678,delivered,2022-03-09T17:49:00.000Z,2022-03-10T15:49:00.000Z,2022-03-12T15:49:00.000Z,2022-03-22T17:49:00.000Z,2022-03-25T17:49:00.000Z
ORD_0000113,CUST_003555,invoiced,2021-04-14T21:39:00.000Z,2021-04-15T17:39:00.000Z,2021-04-17T17:39:00.000Z,null,2021-04-21T21:39:00.000Z
ORD_0000114,CUST_010123,delivered,2021-05-07T01:35:00.000Z,2021-05-07T18:35:00.000Z,2021-05-08T18:35:00.000Z,2021-05-10T01:35:00.000Z,2021-05-18T01:35:00.000Z
ORD_0000115,CUST_009028,shipped,2022-07-14T11:56:00.000Z,2022-07-14T20:56:00.000Z,2022-07-17T20:56:00.000Z,null,2022-07-28T11:56:00.000Z
ORD_0000116,CUST_004178,shipped,2022-08-11T01:52:00.000Z,2022-08-11T19:52:00.000Z,2022-08-12T19:52:00.000Z,null,2022-08-21T01:52:00.000Z
ORD_0000117,CUST_010395,processing,2022-03-03T10:34:00.000Z,2022-03-04T09:34:00.000Z,2022-03-06T09:34:00.000Z,null,2022-03-21T10:34:00.000Z
ORD_0000118,CUST_011268,delivered,2021-05-19T12:03:00.000Z,2021-05-19T16:03:00.000Z,2021-05-20T16:03:00.000Z,2021-05-30T12:03:00.000Z,2021-05-27T12:03:00.000Z
ORD_0000119,CUST_004877,processing,2021-01-31T13:45:00.000Z,2021-02-01T13:45:00.000Z,2021-02-04T13:45:00.000Z,null,2021-02-13T13:45:00.000Z
ORD_0000120,CUST_003647,invoiced,2021-02-27T10:59:00.000Z,2021-02-28T07:59:00.000Z,2021-03-03T07:59:00.000Z,null,2021-03-10T10:59:00.000Z
ORD_0000121,CUST_013794,invoiced,2022-10-18T00:33:00.000Z,2022-10-19T00:33:00.000Z,2022-10-22T00:33:00.000Z,null,2022-10-25T00:33:00.000Z
ORD_0000122,CUST_007190,delivered,2022-12-21T06:28:00.000Z,2022-12-22T03:28:00.000Z,2022-12-24T03:28:00.000Z,2023-01-12T06:28:00.000Z,2023-01-08T06:28:00.000Z
ORD_0000123,CUST_005467,invoiced,2021-04-20T04:26:00.000Z,2021-04-20T05:26:00.000Z,2021-04-22T05:26:00.000Z,null,2021-04-28T04:26:00.000Z
ORD_0000124,CUST_001276,delivered,2023-03-17T10:31:00.000Z,2023-03-17T18:31:00.000Z,2023-03-20T18:31:00.000Z,2023-03-31T10:31:00.000Z,2023-04-04T10:31:00.000Z
ORD_0000125,CUST_002254,invoiced,2021-10-18T05:07:00.000Z,2021-10-19T03:07:00.000Z,2021-10-21T03:07:00.000Z,null,2021-10-31T05:07:00.000Z
ORD_0000126,CUST_003218,shipped,2021-10-04T15:38:00.000Z,2021-10-05T15:38:00.000Z,2021-10-07T15:38:00.000Z,null,2021-10-14T15:38:00.000Z
ORD_0000127,CUST_010638,delivered,2023-05-06T03:31:00.000Z,2023-05-06T18:31:00.000Z,2023-05-07T18:31:00.000Z,2023-05-14T03:31:00.000Z,2023-05-24T03:31:00.000Z
ORD_0000128,CUST_008649,processing,2023-06-04T19:30:00.000Z,2023-06-05T09:30:00.000Z,2023-06-06T09:30:00.000Z,null,2023-06-11T19:30:00.000Z
ORD_0000129,CUST_015000,invoiced,2021-11-13T00:58:00.000Z,2021-11-13T17:58:00.000Z,2021-11-15T17:58:00.000Z,null,2021-12-01T00:58:00.000Z
ORD_0000130,CUST_006328,delivered,2022-02-15T08:57:00.000Z,2022-02-15T12:57:00.000Z,2022-02-17T12:57:00.000Z,2022-02-24T08:57:00.000Z,2022-03-01T08:57:00.000Z
ORD_0000131,CUST_013804,invoiced,2021-05-23T03:38:00.000Z,2021-05-23T20:38:00.000Z,2021-05-26T20:38:00.000Z,null,2021-06-04T03:38:00.000Z
ORD_0000132,CUST_004311,delivered,2022-03-14T10:40:00.000Z,2022-03-14T21:40:00.000Z,2022-03-16T21:40:00.000Z,2022-04-03T10:40:00.000Z,2022-03-31T10:40:00.000Z
ORD_0000133,CUST_009997,processing,2021-12-09T17:50:00.000Z,2021-12-10T06:50:00.000Z,2021-12-12T06:50:00.000Z,null,2021-12-18T17:50:00.000Z
ORD_0000134,CUST_007737,delivered,2021-07-02T18:38:00.000Z,2021-07-03T09:38:00.000Z,2021-07-04T09:38:00.000Z,2021-07-18T18:38:00.000Z,2021-07-11T18:38:00.000Z
ORD_0000135,CUST_005152,processing,2022-09-23T08:02:00.000Z,2022-09-24T06:02:00.000Z,2022-09-25T06:02:00.000Z,null,2022-10-01T08:02:00.000Z
ORD_0000136,CUST_009128,delivered,2023-03-04T08:06:00.000Z,2023-03-05T01:06:00.000Z,2023-03-06T01:06:00.000Z,2023-03-10T08:06:00.000Z,2023-03-18T08:06:00.000Z
ORD_0000137,CUST_010919,delivered,2022-02-21T21:34:00.000Z,2022-02-22T05:34:00.000Z,2022-02-25T05:34:00.000Z,2022-03-04T21:34:00.000Z,2022-03-02T21:34:00.000Z
ORD_0000138,CUST_010599,processing,2023-02-08T19:33:00.000Z,2023-02-09T00:33:00.000Z,2023-02-10T00:33:00.000Z,null,2023-02-20T19:33:00.000Z
ORD_0000139,CUST_014639,processing,2021-09-16T13:41:00.000Z,2021-09-16T19:41:00.000Z,2021-09-19T19:41:00.000Z,null,2021-09-29T13:41:00.000Z
ORD_0000140,CUST_009088,delivered,2022-03-18T02:03:00.000Z,2022-03-18T14:03:00.000Z,2022-03-20T14:03:00.000Z,2022-03-31T02:03:00.000Z,2022-03-30T02:03:00.000Z
ORD_0000141,CUST_001298,shipped,2021-02-23T17:58:00.000Z,2021-02-24T00:58:00.000Z,2021-02-26T00:58:00.000Z,null,2021-03-12T17:58:00.000Z
ORD_0000142,CUST_000067,delivered,2022-12-24T09:53:00.000Z,2022-12-24T23:53:00.000Z,2022-12-25T23:53:00.000Z,2023-01-01T09:53:00.000Z,2023-01-07T09:53:00.000Z
ORD_0000143,CUST_014120,delivered,2022-10-26T12:02:00.000Z,2022-10-27T12:02:00.000Z,2022-10-28T12:02:00.000Z,2022-11-04T12:02:00.000Z,2022-11-04T12:02:00.000Z
