order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_0000061,2,PROD_000367,SELL_0138,2022-04-15T01:14:00.000Z,744.69,40.99
ORD_0000061,3,PROD_002955,SELL_0097,2022-04-16T01:14:00.000Z,2339.77,60.13
ORD_0000061,4,PROD_001033,SELL_0169,2022-04-16T01:14:00.000Z,1008.96,50.18
ORD_0000062,1,PROD_002248,SELL_0435,2022-10-02T03:20:00.000Z,2477.43,16.83
ORD_0000063,1,PROD_002416,SELL_0292,2022-03-03T04:36:00.000Z,805.25,65.01
ORD_0000064,1,PROD_000521,SELL_0498,2023-06-15T23:12:00.000Z,1141.22,63.37
ORD_0000064,2,PROD_000095,SELL_0276,2023-06-17T23:12:00.000Z,1439.04,22.65
ORD_0000064,3,PROD_000026,SELL_0029,2023-06-15T23:12:00.000Z,1622.16,31.42
ORD_0000065,1,PROD_002010,SELL_0407,2021-09-10T12:32:00.000Z,1105.28,77.22
ORD_0000066,1,PROD_002101,SELL_0203,2022-09-27T04:11:00.000Z,2006.25,27.04
ORD_0000066,2,PROD_002235,SELL_0264,2022-09-27T04:11:00.000Z,1236.98,40.22
ORD_0000066,3,PROD_001168,SELL_0077,2022-09-28T04:11:00.000Z,693.95,50.31
ORD_0000067,1,PROD_000124,SELL_0452,2022-07-20T00:24:00.000Z,60.82,10.83
ORD_0000067,2,PROD_000615,SELL_0349,2022-07-19T00:24:00.000Z,1092.25,29.68
ORD_0000067,3,PROD_001614,SELL_0197,2022-07-20T00:24:00.000Z,2368.56,41.35
ORD_0000067,4,PROD_002419,SELL_0330,2022-07-18T00:24:00.000Z,1781.62,17.8
ORD_0000068,1,PROD_002744,SELL_0348,2023-04-03T14:52:00.000Z,1716.39,68.54
ORD_0000068,2,PROD_000810,SELL_0041,2023-04-01T14:52:00.000Z,462.43,34.57
ORD_0000068,3,PROD_001187,SELL_0178,2023-04-01T14:52:00.000Z,984.39,13.09
ORD_0000068,4,PROD_000715,SELL_0441,2023-04-01T14:52:00.000Z,2307.15,18.13
ORD_0000068,5,PROD_000701,SELL_0395,2023-04-03T14:52:00.000Z,823.18,34.68
ORD_0000069,1,PROD_002203,SELL_0455,2021-07-25T20:56:00.000Z,1747.99,23.01
ORD_0000069,2,PROD_001217,SELL_0240,2021-07-27T20:56:00.000Z,1681.47,47.06
ORD_0000070,1,PROD_002675,SELL_0120,2021-01-07T13:24:00.000Z,2031.37,5.39
ORD_0000071,1,PROD_000800,SELL_0257,2021-09-06T22:48:00.000Z,2086.96,14.63
ORD_0000071,2,PROD_002755,SELL_0264,2021-09-05T22:48:00.000Z,136.63,18.96
ORD_0000072,1,PROD_001809,SELL_0421,2023-04-14T10:53:00.000Z,1408.66,68.5
ORD_0000073,1,PROD_000054,SELL_0257,2022-12-18T20:31:00.000Z,226.03,58.67
ORD_0000074,1,PROD_002862,SELL_0246,2022-01-19T19:50:00.000Z,2085.79,54.41
ORD_0000075,1,PROD_002145,SELL_0119,2023-05-02T10:47:00.000Z,809.3,47.54
ORD_0000075,2,PROD_000332,SELL_0349,2023-05-04T10:47:00.000Z,751.69,16.92
ORD_0000076,1,PROD_000435,SELL_0190,2022-06-29T18:01:00.000Z,728.81,27.98
ORD_0000076,2,PROD_002490,SELL_0181,2022-06-29T18:01:00.000Z,1568.93,76.53
ORD_0000077,1,PROD_001039,SELL_0120,2022-12-05T01:20:00.000Z,2269.61,29.2
ORD_0000077,2,PROD_002618,SELL_0006,2022-12-06T01:20:00.000Z,590.49,7.66
ORD_0000077,3,PROD_001199,SELL_0351,2022-12-07T01:20:00.000Z,182.51,31.02
ORD_0000078,1,PROD_002373,SELL_0447,2021-12-04T09:30:00.000Z,328.18,12.96
ORD_0000079,1,PROD_001085,SELL_0193,2022-05-15T09:01:00.000Z,2291.32,37.88
ORD_0000080,1,PROD_000819,SELL_0372,2021-12-03T00:28:00.000Z,2216.49,70.96
ORD_0000080,2,PROD_001375,SELL_0413,2021-12-03T00:28:00.000Z,63.17,67.1
ORD_0000081,1,PROD_001527,SELL_0157,2021-05-25T17:23:00.000Z,1015.2,57.93
ORD_0000082,1,PROD_001645,SELL_0485,2021-09-19T14:05:00.000Z,1817.3,56.43
ORD_0000082,2,PROD_002196,SELL_0359,2021-09-18T14:05:00.000Z,1035.81,55.56
ORD_0000083,1,PROD_001866,SELL_0133,2023-01-09T11:07:00.000Z,2054.45,53.97
ORD_0000084,1,PROD_001311,SELL_0237,2021-10-02T02:32:00.000Z,897.41,17.94
ORD_0000085,1,PROD_000351,SELL_0308,2021-01-25T22:59:00.000Z,1680.47,13.95
ORD_0000085,2,PROD_001637,SELL_0238,2021-01-24T22:59:00.000Z,1331.67,40.7
ORD_0000085,3,PROD_002955,SELL_0389,2021-01-25T22:59:00.000Z,288.23,67.49
ORD_0000086,1,PROD_000893,SELL_0028,2022-01-20T02:21:00.000Z,1466.12,12.25
ORD_0000087,1,PROD_001813,SELL_0079,2021-08-12T04:30:00.000Z,156.2,6.27
ORD_0000088,1,PROD_002965,SELL_0194,2023-03-05T12:35:00.000Z,1980.58,41.74
ORD_0000089,1,PROD_000390,SELL_0330,2023-05-10T19:12:00.000Z,1452.8,13.02
ORD_0000090,1,PROD_002214,SELL_0190,2021-02-21T12:03:00.000Z,1126.53,39.15
ORD_0000090,2,PROD_002278,SELL_0414,2021-02-22T12:03:00.000Z,1065.12,44.72
ORD_0000090,3,PROD_001267,SELL_0440,2021-02-21T12:03:00.000Z,2205.17,76.54
ORD_0000091,1,PROD_000138,SELL_0417,2021-02-17T14:05:00.000Z,509.12,36.19
ORD_0000091,2,PROD_000910,SELL_0061,2021-02-17T14:05:00.000Z,2346.62,31.9
ORD_0000091,3,PROD_002220,SELL_0408,2021-02-17T14:05:00.000Z,1957.22,41.78
ORD_0000091,4,PROD_001271,SELL_0256,2021-02-17T14:05:00.000Z,817.14,34.49
ORD_0000092,1,PROD_000809,SELL_0235,2021-11-03T19:05:00.000Z,426.82,72.27
ORD_0000093,1,PROD_001383,SELL_0207,2021-08-18T13:24:00.000Z,782.63,42.79
ORD_0000093,2,PROD_001907,SELL_0004,2021-08-19T13:24:00.000Z,2448.29,66.31
ORD_0000094,1,PROD_000685,SELL_0192,2022-03-16T11:43:00.000Z,1270.77,65.3
ORD_0000094,2,PROD_002722,SELL_0278,2022-03-17T11:43:00.000Z,2136.38,65.63
ORD_0000095,1,PROD_001498,SELL_0038,2022-09-06T08:23:00.000Z,2140.45,67.07
ORD_0000096,1,PROD_000495,SELL_0325,2023-02-15T17:37:00.000Z,1453.33,50.12
ORD_0000096,2,PROD_002156,SELL_0005,2023-02-15T17:37:00.000Z,1076.72,70.24
ORD_0000097,1,PROD_002580,SELL_0382,2021-08-29T20:59:00.000Z,908.4,61.58
ORD_0000098,1,PROD_002307,SELL_0045,2022-02-27T07:15:00.000Z,1419.8,37.13
ORD_0000099,1,PROD_000922,SELL_0421,2023-04-15T07:44:00.000Z,2423.38,53.51
ORD_0000100,1,PROD_000686,SELL_0466,2021-01-31T19:46:00.000Z,352.43,29.29
ORD_0000100,2,PROD_001038,SELL_0228,2021-01-29T19:46:00.000Z,564.63,59.16
ORD_0000100,3,PROD_002368,SELL_0415,2021-01-30T19:46:00.000Z,1820,56.82
ORD_0000101,1,PROD_000058,SELL_0102,2023-03-08T17:58:00.000Z,73.59,8.45
ORD_0000102,1,PROD_002210,SELL_0044,2022-04-25T01:51:00.000Z,2435.5,21.37
ORD_0000102,2,PROD_001192,SELL_0017,2022-04-26T01:51:00.000Z,1195.92,60.96
ORD_0000102,3,PROD_002868,SELL_0283,2022-04-26T01:51:00.000Z,674.72,30.22
ORD_0000103,1,PROD_000411,SELL_0172,2023-01-29T05:29:00.000Z,652.48,61.67
ORD_0000104,1,PROD_001701,SELL_0461,2022-03-08T13:12:00.000Z,1928.56,57.25
ORD_0000104,2,PROD_001725,SELL_0067,2022-03-07T13:12:00.000Z,325.94,30.63
ORD_0000105,1,PROD_001957,SELL_0230,2022-05-16T06:33:00.000Z,107.61,27.62
ORD_0000105,2,PROD_000963,SELL_0075,2022-05-15T06:33:00.000Z,675.95,71.63
ORD_0000106,1,PROD_002258,SELL_0358,2022-04-19T00:05:00.000Z,929.01,31.7
ORD_0000107,1,PROD_002994,SELL_0250,2022-01-08T03:33:00.000Z,550.68,37.88
ORD_0000108,1,PROD_000904,SELL_0333,2022-06-06T21:40:00.000Z,959.19,52.91
ORD_0000109,1,PROD_001907,SELL_0309,2022-12-07T05:32:00.000Z,903.41,22.42
ORD_0000109,2,PROD_002610,SELL_0044,2022-12-06T05:32:00.000Z,778.82,57.19
ORD_0000109,3,PROD_000064,SELL_0255,2022-12-05T05:32:00.000Z,1042.19,22.68
ORD_0000110,1,PROD_000836,SELL_0458,2023-03-07T12:54:00.000Z,1229.38,39.44
ORD_0000111,1,PROD_000906,SELL_0171,2021-06-19T11:10:00.000Z,1457.88,56.69
ORD_0000112,1,PROD_000720,SELL_0049,2022-03-10T17:49:00.000Z,856.32,40.02
ORD_0000113,1,PROD_000941,SELL_0489,2021-04-16T21:39:00.000Z,2300.13,55.29
ORD_0000113,2,PROD_001401,SELL_0057,2021-04-17T21:39:00.000Z,587.13,64.16
ORD_0000113,3,PROD_001402,SELL_0216,2021-04-15T21:39:00.000Z,2055.01,77.52
ORD_0000113,4,PROD_001803,SELL_0042,2021-04-15T21:39:00.000Z,1080.78,52.25
ORD_0000114,1,PROD_000998,SELL_0083,2021-05-08T01:35:00.000Z,417.06,5.82
ORD_0000115,1,PROD_000746,SELL_0198,2022-07-16T11:56:00.000Z,1885.5,35.15
ORD_0000116,1,PROD_001097,SELL_0069,2022-08-14T01:52:00.000Z,751.36,70.69
ORD_0000116,2,PROD_002560,SELL_0033,2022-08-14T01:52:00.000Z,243.61,40.76
ORD_0000117,1,PROD_002948,SELL_0009,2022-03-06T10:34:00.000Z,1485.69,67.8
ORD_0000118,1,PROD_000975,SELL_0202,2021-05-21T12:03:00.000Z,790.98,12.18
ORD_0000119,1,PROD_001006,SELL_0390,2021-02-01T13:45:00.000Z,1849.87,23.02
ORD_0000120,1,PROD_001690,SELL_0301,2021-03-02T10:59:00.000Z,2494.43,23.87
ORD_0000121,1,PROD_001049,SELL_0297,2022-10-19T00:33:00.000Z,741.31,74.52
ORD_0000122,1,PROD_002593,SELL_0484,2022-12-22T06:28:00.000Z,628.84,65.3
ORD_0000123,1,PROD_002215,SELL_0238,2021-04-23T04:26:00.000Z,938.42,33.21
ORD_0000124,1,PROD_001076,SELL_0189,2023-03-18T10:31:00.000Z,1181.94,17.43
ORD_0000125,1,PROD_000835,SELL_0301,2021-10-20T05:07:00.000Z,1390.71,7.11
ORD_0000125,2,PROD_001987,SELL_0056,2021-10-21T05:07:00.000Z,773.95,14.47
ORD_0000126,1,PROD_002507,SELL_0058,2021-10-05T15:38:00.000Z,1742.58,8.98
ORD_0000127,1,PROD_000048,SELL_0058,2023-05-09T03:31:00.000Z,1497.51,72.91
ORD_0000128,1,PROD_002324,SELL_0445,2023-06-07T19:30:00.000Z,1286.32,46.86
ORD_0000129,1,PROD_001855,SELL_0337,2021-11-14T00:58:00.000Z,2258.42,58.7
ORD_0000130,1,PROD_001826,SELL_0128,2022-02-17T08:57:00.000Z,1349.35,5.71
ORD_0000131,1,PROD_000955,SELL_0331,2021-05-24T03:38:00.000Z,2417.66,19.1
ORD_0000131,2,PROD_001345,SELL_0314,2021-05-25T03:38:00.000Z,291.5,22.73
ORD_0000132,1,PROD_000162,SELL_0179,2022-03-16T10:40:00.000Z,1230.57,51.09
ORD_0000133,1,PROD_001971,SELL_0108,2021-12-12T17:50:00.000Z,1950.41,65.54
ORD_0000134,1,PROD_001322,SELL_0345,2021-07-04T18:38:00.000Z,1527.92,9.33
ORD_0000135,1,PROD_002769,SELL_0315,2022-09-26T08:02:00.000Z,2015.65,72.3
ORD_0000136,1,PROD_002296,SELL_0246,2023-03-07T08:06:00.000Z,620.23,6.92
ORD_0000137,1,PROD_002839,SELL_0102,2022-02-24T21:34:00.000Z,684.14,26.46
ORD_0000138,1,PROD_000091,SELL_0441,2023-02-10T19:33:00.000Z,1971.17,76.48
ORD_0000138,2,PROD_002740,SELL_0045,2023-02-09T19:33:00.000Z,282.53,12.95
ORD_0000139,1,PROD_001723,SELL_0499,2021-09-19T13:41:00.000Z,1364.03,39.51
ORD_0000140,1,PROD_000123,SELL_0208,2022-03-19T02:03:00.000Z,2159.46,55
ORD_0000140,2,PROD_000171,SELL_0187,2022-03-21T02:03:00.000Z,1905.73,23.13
ORD_0000140,3,PROD_002029,SELL_0343,2022-03-20T02:03:00.000Z,2426.15,32.9
ORD_0000141,1,PROD_002547,SELL_0147,2021-02-25T17:58:00.000Z,427.48,48.12
ORD_0000141,2,PROD_000085,SELL_0478,2021-02-25T17:58:00.000Z,756.16,12.09
ORD_0000141,3,PROD_001433,SELL_0132,2021-02-25T17:58:00.000Z,2448.85,47
ORD_0000141,4,PROD_001665,SELL_0296,2021-02-26T17:58:00.000Z,474.07,70.77
ORD_0000142,1,PROD_000119,SELL_0285,2022-12-27T09:53:00.000Z,1941.68,25.45
ORD_0000142,2,PROD_002678,SELL_0356,2022-12-27T09:53:00.000Z,1632.89,27.95
ORD_0000142,3,PROD_001938,SELL_0006,2022-12-27T09:53:00.000Z,199.03,40.96
ORD_0000142,4,PROD_002134,SELL_0127,2022-12-27T09:53:00.000Z,527.6,23.74
ORD_0000143,1,PROD_002467,SELL_0478,2022-10-27T12:02:00.000Z,1594.16,20.29
ORD_0000144,1,PROD_002211,SELL_0013,2021-10-23T12:40:00.000Z,1477.29,41.02
ORD_0000144,2,PROD_000326,SELL_0295,2021-10-22T12:40:00.000Z,325.44,33.17
ORD_0000144,3,PROD_000370,SELL_0050,2021-10-21T12:40:00.000Z,1000.45,57.79
ORD_0000144,4,PROD_001287,SELL_0046,2021-10-22T12:40:00.000Z,189.97,71.46
ORD_0000145,1,PROD_000781,SELL_0379,2023-05-31T02:00:00.000Z,1980.34,29.01
ORD_0000146,1,PROD_000797,SELL_0084,2023-06-16T10:19:00.000Z,1438.67,13.08
ORD_0000147,1,PROD_000577,SELL_0342,2021-02-28T03:30:00.000Z,1471.55,6.38
ORD_0000148,1,PROD_001614,SELL_0010,2023-06-12T15:46:00.000Z,854.13,41.65
ORD_0000148,2,PROD_002740,SELL_0225,2023-06-12T15:46:00.000Z,2071.59,77.59
ORD_0000148,3,PROD_002001,SELL_0403,2023-06-11T15:46:00.000Z,2216.11,54.51
ORD_0000149,1,PROD_000043,SELL_0046,2023-04-25T00:58:00.000Z,2341.68,31.89
ORD_0000150,1,PROD_002857,SELL_0086,2022-11-14T21:35:00.000Z,1911.65,73.92
ORD_0000151,1,PROD_002760,SELL_0177,2023-03-06T06:10:00.000Z,1959.49,69.89
ORD_0000151,2,PROD_001772,SELL_0333,2023-03-05T06:10:00.000Z,595.01,75.44
ORD_0000151,3,PROD_000193,SELL_0483,2023-03-06T06:10:00.000Z,1269.05,37.45
ORD_0000151,4,PROD_001906,SELL_0489,2023-03-07T06:10:00.000Z,1254.11,24.97
ORD_0000152,1,PROD_002016,SELL_0401,2021-04-20T01:47:00.000Z,90.44,45.2
ORD_0000152,2,PROD_000359,SELL_0152,2021-04-22T01:47:00.000Z,1924.65,18.27
ORD_0000152,3,PROD_000530,SELL_0150,2021-04-22T01:47:00.000Z,1752.87,51.66
ORD_0000153,1,PROD_002862,SELL_0272,2022-11-16T12:48:00.000Z,1339.38,29.2
ORD_0000153,2,PROD_001908,SELL_0373,2022-11-18T12:48:00.000Z,2212.25,50.79
ORD_0000153,3,PROD_001877,SELL_0114,2022-11-17T12:48:00.000Z,1630.85,78.7
ORD_0000154,1,PROD_000387,SELL_0055,2022-10-18T04:22:00.000Z,210.63,76.88
ORD_0000154,2,PROD_002937,SELL_0383,2022-10-20T04:22:00.000Z,1902.49,74.83
ORD_0000155,1,PROD_001272,SELL_0387,2023-03-21T08:15:00.000Z,796.27,11.99
ORD_0000156,1,PROD_000317,SELL_0284,2022-11-21T13:21:00.000Z,1803.69,51.27
ORD_0000157,1,PROD_001335,SELL_0188,2021-11-26T06:18:00.000Z,360.51,76.03
ORD_0000158,1,PROD_002462,SELL_0216,2021-03-24T02:26:00.000Z,991.8,16.42
ORD_0000158,2,PROD_000788,SELL_0118,2021-03-25T02:26:00.000Z,1549.91,70.72
ORD_0000159,1,PROD_000819,SELL_0327,2023-01-07T17:34:00.000Z,1803.14,54.62
ORD_0000160,1,PROD_001411,SELL_0037,2022-08-01T15:59:00.000Z,1477.15,11.15
ORD_0000160,2,PROD_000551,SELL_0485,2022-08-01T15:59:00.000Z,2011.06,27.9
ORD_0000160,3,PROD_000638,SELL_0188,2022-07-30T15:59:00.000Z,1940.42,27.84
ORD_0000161,1,PROD_002464,SELL_0258,2021-09-25T23:04:00.000Z,2434.67,46.83
ORD_0000162,1,PROD_001871,SELL_0348,2023-01-27T05:48:00.000Z,176.66,26.73
ORD_0000162,2,PROD_001774,SELL_0356,2023-01-27T05:48:00.000Z,2002.34,54.57
ORD_0000163,1,PROD_000380,SELL_0269,2021-08-27T00:58:00.000Z,1073.02,63.53
