customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_region
CUST_001814,UNIQ_001814,84425,Cuiaba,MT,Central-West
CUST_001837,UNIQ_001837,61936,Florianopolis,SC,South
CUST_001863,UNIQ_001863,38143,Florianopolis,SC,South
CUST_001875,UNIQ_001875,42656,Aracaju,SE,Northeast
CUST_001876,UNIQ_001876,12559,Maceio,AL,Northeast
CUST_001878,UNIQ_001878,81371,Joao Pessoa,PB,Northeast
CUST_001880,UNIQ_001880,75849,Cuiaba,MT,Central-West
CUST_001894,UNIQ_001894,56504,Natal,RN,Northeast
CUST_001906,UNIQ_001906,88861,Recife,PE,Northeast
CUST_001928,UNIQ_001928,50215,Natal,RN,Northeast
CUST_001935,UNIQ_001935,93839,Recife,PE,Northeast
CUST_001946,UNIQ_001946,24160,Porto Alegre,RS,South
CUST_001974,UNIQ_001974,48980,Belem,PA,North
CUST_001997,UNIQ_001997,39654,Porto Alegre,RS,South
CUST_002025,UNIQ_002025,46202,Goiania,GO,Central-West
CUST_002042,UNIQ_002042,91034,Fortaleza,CE,Northeast
CUST_002076,UNIQ_002076,74066,Florianopolis,SC,South
CUST_002089,UNIQ_002089,77276,Teresina,PI,Northeast
CUST_002090,UNIQ_002090,99417,Sao Paulo,SP,Southeast
CUST_002103,UNIQ_002103,86609,Natal,RN,Northeast
CUST_002118,UNIQ_002118,99228,Goiania,GO,Central-West
CUST_002123,UNIQ_002123,86418,Rio De Janeiro,RJ,Southeast
CUST_002124,UNIQ_002124,34892,Cuiaba,MT,Central-West
CUST_002130,UNIQ_002130,33741,Maceio,AL,Northeast
CUST_002147,UNIQ_002147,25704,Aracaju,SE,Northeast
CUST_002156,UNIQ_002156,53598,Joao Pessoa,PB,Northeast
CUST_002161,UNIQ_002161,30766,Cuiaba,MT,Central-West
CUST_002163,UNIQ_002163,90541,Fortaleza,CE,Northeast
CUST_002164,UNIQ_002164,93032,Teresina,PI,Northeast
CUST_002169,UNIQ_002169,58903,Manaus,AM,North
CUST_002179,UNIQ_002179,18557,Curitiba,PR,South
CUST_002192,UNIQ_002192,26143,Curitiba,PR,South
CUST_002236,UNIQ_002236,98705,Florianopolis,SC,South
CUST_002241,UNIQ_002241,53078,Curitiba,PR,South
CUST_002242,UNIQ_002242,67372,Florianopolis,SC,South
CUST_002251,UNIQ_002251,17686,Fortaleza,CE,Northeast
CUST_002259,UNIQ_002259,73318,Fortaleza,CE,Northeast
CUST_002304,UNIQ_002304,69314,Florianopolis,SC,South
CUST_002321,UNIQ_002321,69950,Campo Grande,MS,Central-West
CUST_002329,UNIQ_002329,26827,Curitiba,PR,South
CUST_002330,UNIQ_002330,60778,Salvador,BA,Northeast
CUST_002333,UNIQ_002333,64875,Natal,RN,Northeast
CUST_002337,UNIQ_002337,27481,Campo Grande,MS,Central-West
CUST_002348,UNIQ_002348,93476,Maceio,AL,Northeast
CUST_002351,UNIQ_002351,86389,Joao Pessoa,PB,Northeast
CUST_002391,UNIQ_002391,10739,Porto Alegre,RS,South
CUST_002407,UNIQ_002407,37964,Recife,PE,Northeast
CUST_002412,UNIQ_002412,95105,Maceio,AL,Northeast
CUST_002414,UNIQ_002414,68414,Florianopolis,SC,South
CUST_002424,UNIQ_002424,73806,Campo Grande,MS,Central-West
CUST_002434,UNIQ_002434,80484,Manaus,AM,North
CUST_002478,UNIQ_002478,90856,Recife,PE,Northeast
CUST_002490,UNIQ_002490,23113,Recife,PE,Northeast
CUST_002495,UNIQ_002495,96431,Porto Velho,RO,North
CUST_002504,UNIQ_002504,27603,Florianopolis,SC,South
CUST_002523,UNIQ_002523,39269,Natal,RN,Northeast
CUST_002524,UNIQ_002524,48141,Cuiaba,MT,Central-West
CUST_002570,UNIQ_002570,72786,Joao Pessoa,PB,Northeast
CUST_002576,UNIQ_002576,31119,Cuiaba,MT,Central-West
CUST_002584,UNIQ_002584,96736,Sao Paulo,SP,Southeast
CUST_002608,UNIQ_002608,73208,Belo Horizonte,MG,Southeast
CUST_002626,UNIQ_002626,78126,Salvador,BA,Northeast
CUST_002635,UNIQ_002635,90200,Florianopolis,SC,South
CUST_002670,UNIQ_002670,76918,Porto Velho,RO,North
CUST_002681,UNIQ_002681,21818,Belo Horizonte,MG,Southeast
CUST_002683,UNIQ_002683,86406,Maceio,AL,Northeast
CUST_002704,UNIQ_002704,60157,Belo Horizonte,MG,Southeast
CUST_002711,UNIQ_002711,62288,Belo Horizonte,MG,Southeast
CUST_002721,UNIQ_002721,40042,Manaus,AM,North
CUST_002755,UNIQ_002755,64931,Manaus,AM,North
CUST_002766,UNIQ_002766,11276,Joao Pessoa,PB,Northeast
CUST_002789,UNIQ_002789,73896,Aracaju,SE,Northeast
CUST_002801,UNIQ_002801,94494,Porto Velho,RO,North
CUST_002836,UNIQ_002836,39770,Maceio,AL,Northeast
CUST_002850,UNIQ_002850,58974,Maceio,AL,Northeast
CUST_002853,UNIQ_002853,42754,Natal,RN,Northeast
CUST_002885,UNIQ_002885,19356,Natal,RN,Northeast
CUST_002894,UNIQ_002894,97294,Aracaju,SE,Northeast
CUST_002905,UNIQ_002905,92956,Recife,PE,Northeast
CUST_002907,UNIQ_002907,31936,Sao Paulo,SP,Southeast
CUST_002944,UNIQ_002944,57720,Porto Velho,RO,North
CUST_002948,UNIQ_002948,78690,Manaus,AM,North
CUST_002974,UNIQ_002974,15328,Aracaju,SE,Northeast
CUST_002979,UNIQ_002979,60506,Maceio,AL,Northeast
CUST_002989,UNIQ_002989,33644,Curitiba,PR,South
CUST_002990,UNIQ_002990,62632,Maceio,AL,Northeast
CUST_003000,UNIQ_003000,59160,Manaus,AM,North
CUST_003017,UNIQ_003017,44732,Fortaleza,CE,Northeast
CUST_003045,UNIQ_003045,66614,Recife,PE,Northeast
CUST_003052,UNIQ_003052,62235,Belo Horizonte,MG,Southeast
CUST_003059,UNIQ_003059,90739,Maceio,AL,Northeast
CUST_003086,UNIQ_003086,81620,Manaus,AM,North
CUST_003087,UNIQ_003087,43902,Aracaju,SE,Northeast
CUST_003113,UNIQ_003113,74216,Goiania,GO,Central-West
CUST_003116,UNIQ_003116,56580,Florianopolis,SC,South
CUST_003117,UNIQ_003117,40959,Belem,PA,North
CUST_003139,UNIQ_003139,66369,Fortaleza,CE,Northeast
CUST_003146,UNIQ_003146,51771,Sao Paulo,SP,Southeast
CUST_003199,UNIQ_003199,27734,Maceio,AL,Northeast
CUST_003233,UNIQ_003233,88802,Belo Horizonte,MG,Southeast
CUST_003243,UNIQ_003243,53399,Belem,PA,North
CUST_003254,UNIQ_003254,18869,Natal,RN,Northeast
CUST_003261,UNIQ_003261,37400,Manaus,AM,North
CUST_003378,UNIQ_003378,50683,Campo Grande,MS,Central-West
CUST_003392,UNIQ_003392,76577,Fortaleza,CE,Northeast
CUST_003407,UNIQ_003407,40953,Maceio,AL,Northeast
CUST_003436,UNIQ_003436,18180,Belem,PA,North
CUST_003441,UNIQ_003441,40833,Sao Paulo,SP,Southeast
CUST_003456,UNIQ_003456,96235,Joao Pessoa,PB,Northeast
CUST_003472,UNIQ_003472,14385,Florianopolis,SC,South
CUST_003481,UNIQ_003481,42142,Belo Horizonte,MG,Southeast
CUST_003488,UNIQ_003488,69511,Joao Pessoa,PB,Northeast
CUST_003517,UNIQ_003517,30204,Porto Velho,RO,North
CUST_003529,UNIQ_003529,59781,Recife,PE,Northeast
CUST_003535,UNIQ_003535,79501,Goiania,GO,Central-West
CUST_003536,UNIQ_003536,22761,Rio De Janeiro,RJ,Southeast
CUST_003539,UNIQ_003539,95467,Porto Velho,RO,North
CUST_003543,UNIQ_003543,61269,Cuiaba,MT,Central-West
CUST_003546,UNIQ_003546,35549,Cuiaba,MT,Central-West
CUST_003548,UNIQ_003548,51060,Curitiba,PR,South
CUST_003563,UNIQ_003563,59277,Fortaleza,CE,Northeast
CUST_003573,UNIQ_003573,18177,Porto Alegre,RS,South
CUST_003610,UNIQ_003610,94907,Belem,PA,North
CUST_003612,UNIQ_003612,15155,Maceio,AL,Northeast
CUST_003614,UNIQ_003614,49173,Manaus,AM,North
CUST_003622,UNIQ_003622,60956,Joao Pessoa,PB,Northeast
CUST_003641,UNIQ_003641,50283,Rio De Janeiro,RJ,Southeast
CUST_003657,UNIQ_003657,45899,Salvador,BA,Northeast
CUST_003681,UNIQ_003681,10599,Teresina,PI,Northeast
CUST_003725,UNIQ_003725,27891,Porto Alegre,RS,South
CUST_003770,UNIQ_003770,81098,Porto Velho,RO,North
CUST_003779,UNIQ_003779,58029,Florianopolis,SC,South
CUST_003785,UNIQ_003785,95070,Salvador,BA,Northeast
CUST_003790,UNIQ_003790,46325,Teresina,PI,Northeast
CUST_003811,UNIQ_003811,27305,Maceio,AL,Northeast
CUST_003815,UNIQ_003815,18250,Manaus,AM,North
CUST_003825,UNIQ_003825,50172,Fortaleza,CE,Northeast
CUST_003839,UNIQ_003839,44132,Campo Grande,MS,Central-West
CUST_003880,UNIQ_003880,11597,Florianopolis,SC,South
CUST_003887,UNIQ_003887,65552,Curitiba,PR,South
CUST_003898,UNIQ_003898,82851,Curitiba,PR,South
CUST_003917,UNIQ_003917,72978,Cuiaba,MT,Central-West
CUST_003922,UNIQ_003922,12299,Cuiaba,MT,Central-West
CUST_003935,UNIQ_003935,22387,Curitiba,PR,South
CUST_003940,UNIQ_003940,22561,Florianopolis,SC,South
CUST_003950,UNIQ_003950,83224,Manaus,AM,North
CUST_003961,UNIQ_003961,49935,Curitiba,PR,South
CUST_003965,UNIQ_003965,26429,Belem,PA,North
CUST_003971,UNIQ_003971,24131,Manaus,AM,North
CUST_003989,UNIQ_003989,22989,Belo Horizonte,MG,Southeast
CUST_003993,UNIQ_003993,80402,Curitiba,PR,South
CUST_004002,UNIQ_004002,39825,Aracaju,SE,Northeast
CUST_004021,UNIQ_004021,98092,Joao Pessoa,PB,Northeast
CUST_004035,UNIQ_004035,94388,Porto Alegre,RS,South
CUST_004062,UNIQ_004062,25615,Teresina,PI,Northeast
CUST_004076,UNIQ_004076,72378,Joao Pessoa,PB,Northeast
CUST_004082,UNIQ_004082,47281,Florianopolis,SC,South
CUST_004101,UNIQ_004101,96214,Campo Grande,MS,Central-West
CUST_004108,UNIQ_004108,52260,Natal,RN,Northeast
CUST_004135,UNIQ_004135,77550,Porto Velho,RO,North
CUST_004150,UNIQ_004150,51766,Teresina,PI,Northeast
CUST_004184,UNIQ_004184,61111,Cuiaba,MT,Central-West
CUST_004193,UNIQ_004193,51482,Salvador,BA,Northeast
CUST_004253,UNIQ_004253,21673,Fortaleza,CE,Northeast
CUST_004255,UNIQ_004255,25381,Cuiaba,MT,Central-West
CUST_004261,UNIQ_004261,74771,Belem,PA,North
CUST_004270,UNIQ_004270,90960,Recife,PE,Northeast
CUST_004281,UNIQ_004281,53628,Rio De Janeiro,RJ,Southeast
CUST_004290,UNIQ_004290,15390,Maceio,AL,Northeast
CUST_004293,UNIQ_004293,74597,Aracaju,SE,Northeast
CUST_004308,UNIQ_004308,96169,Maceio,AL,Northeast
CUST_004326,UNIQ_004326,37839,Cuiaba,MT,Central-West
CUST_004335,UNIQ_004335,87376,Florianopolis,SC,South
CUST_004339,UNIQ_004339,69513,Joao Pessoa,PB,Northeast
CUST_004351,UNIQ_004351,43444,Natal,RN,Northeast
CUST_004354,UNIQ_004354,37292,Sao Paulo,SP,Southeast
CUST_004359,UNIQ_004359,50645,Teresina,PI,Northeast
CUST_004381,UNIQ_004381,26749,Fortaleza,CE,Northeast
CUST_004423,UNIQ_004423,95016,Joao Pessoa,PB,Northeast
CUST_004426,UNIQ_004426,35023,Maceio,AL,Northeast
CUST_004430,UNIQ_004430,25264,Sao Paulo,SP,Southeast
CUST_004438,UNIQ_004438,11032,Goiania,GO,Central-West
CUST_004443,UNIQ_004443,14851,Belem,PA,North
CUST_004450,UNIQ_004450,51399,Cuiaba,MT,Central-West
CUST_004463,UNIQ_004463,88918,Goiania,GO,Central-West
CUST_004464,UNIQ_004464,27191,Campo Grande,MS,Central-West
CUST_004475,UNIQ_004475,74713,Teresina,PI,Northeast
CUST_004484,UNIQ_004484,24938,Teresina,PI,Northeast
CUST_004495,UNIQ_004495,23879,Salvador,BA,Northeast
CUST_004530,UNIQ_004530,92786,Rio De Janeiro,RJ,Southeast
CUST_004577,UNIQ_004577,20740,Teresina,PI,Northeast
CUST_004614,UNIQ_004614,55698,Maceio,AL,Northeast
CUST_004616,UNIQ_004616,73068,Teresina,PI,Northeast
CUST_004617,UNIQ_004617,50593,Cuiaba,MT,Central-West
CUST_004642,UNIQ_004642,25765,Sao Paulo,SP,Southeast
CUST_004660,UNIQ_004660,21747,Porto Alegre,RS,South
CUST_004668,UNIQ_004668,28672,Goiania,GO,Central-West
CUST_004683,UNIQ_004683,82623,Porto Alegre,RS,South
CUST_004687,UNIQ_004687,49926,Fortaleza,CE,Northeast
CUST_004700,UNIQ_004700,88363,Porto Alegre,RS,South
CUST_004714,UNIQ_004714,93252,Goiania,GO,Central-West
CUST_004723,UNIQ_004723,98172,Sao Paulo,SP,Southeast
CUST_004725,UNIQ_004725,74091,Maceio,AL,Northeast
CUST_004736,UNIQ_004736,35295,Florianopolis,SC,South
CUST_004739,UNIQ_004739,99201,Porto Alegre,RS,South
CUST_004740,UNIQ_004740,35101,Florianopolis,SC,South
CUST_004743,UNIQ_004743,74724,Recife,PE,Northeast
CUST_004746,UNIQ_004746,37405,Porto Velho,RO,North
CUST_004767,UNIQ_004767,63330,Teresina,PI,Northeast
CUST_004772,UNIQ_004772,16155,Recife,PE,Northeast
CUST_004782,UNIQ_004782,50737,Goiania,GO,Central-West
CUST_004800,UNIQ_004800,67923,Rio De Janeiro,RJ,Southeast
CUST_004812,UNIQ_004812,60321,Campo Grande,MS,Central-West
CUST_004820,UNIQ_004820,88010,Sao Paulo,SP,Southeast
CUST_004907,UNIQ_004907,78012,Joao Pessoa,PB,Northeast
CUST_004920,UNIQ_004920,84890,Natal,RN,Northeast
CUST_004927,UNIQ_004927,15392,Cuiaba,MT,Central-West
CUST_004931,UNIQ_004931,66689,Campo Grande,MS,Central-West
CUST_004935,UNIQ_004935,33536,Sao Paulo,SP,Southeast
CUST_004938,UNIQ_004938,57067,Belo Horizonte,MG,Southeast
CUST_004943,UNIQ_004943,22898,Recife,PE,Northeast
CUST_004966,UNIQ_004966,66202,Manaus,AM,North
CUST_005054,UNIQ_005054,52875,Fortaleza,CE,Northeast
CUST_005097,UNIQ_005097,23878,Manaus,AM,North
CUST_005114,UNIQ_005114,92689,Goiania,GO,Central-West
CUST_005125,UNIQ_005125,11742,Cuiaba,MT,Central-West
CUST_005129,UNIQ_005129,41922,Teresina,PI,Northeast
CUST_005147,UNIQ_005147,39156,Recife,PE,Northeast
CUST_005168,UNIQ_005168,20487,Joao Pessoa,PB,Northeast
CUST_005189,UNIQ_005189,75627,Sao Paulo,SP,Southeast
CUST_005206,UNIQ_005206,92700,Florianopolis,SC,South
CUST_005285,UNIQ_005285,90293,Natal,RN,Northeast
CUST_005328,UNIQ_005328,65535,Natal,RN,Northeast
CUST_005329,UNIQ_005329,57844,Goiania,GO,Central-West
CUST_005333,UNIQ_005333,11204,Natal,RN,Northeast
CUST_005334,UNIQ_005334,70372,Maceio,AL,Northeast
CUST_005361,UNIQ_005361,22755,Natal,RN,Northeast
CUST_005381,UNIQ_005381,42112,Natal,RN,Northeast
CUST_005382,UNIQ_005382,25571,Rio De Janeiro,RJ,Southeast
CUST_005404,UNIQ_005404,63127,Curitiba,PR,South
CUST_005425,UNIQ_005425,42550,Sao Paulo,SP,Southeast
CUST_005466,UNIQ_005466,45815,Goiania,GO,Central-West
CUST_005478,UNIQ_005478,22984,Porto Velho,RO,North
CUST_005499,UNIQ_005499,50063,Belo Horizonte,MG,Southeast
CUST_005504,UNIQ_005504,85407,Curitiba,PR,South
CUST_005519,UNIQ_005519,15551,Porto Velho,RO,North
CUST_005522,UNIQ_005522,39500,Aracaju,SE,Northeast
CUST_005524,UNIQ_005524,27474,Florianopolis,SC,South
CUST_005545,UNIQ_005545,62699,Curitiba,PR,South
CUST_005549,UNIQ_005549,79349,Belo Horizonte,MG,Southeast
CUST_005560,UNIQ_005560,96019,Campo Grande,MS,Central-West
CUST_005565,UNIQ_005565,34846,Salvador,BA,Northeast
CUST_005575,UNIQ_005575,75779,Natal,RN,Northeast
CUST_005597,UNIQ_005597,92432,Cuiaba,MT,Central-West
CUST_005603,UNIQ_005603,90801,Sao Paulo,SP,Southeast
CUST_005604,UNIQ_005604,21919,Manaus,AM,North
CUST_005606,UNIQ_005606,78809,Teresina,PI,Northeast
CUST_005613,UNIQ_005613,45290,Salvador,BA,Northeast
CUST_005615,UNIQ_005615,64797,Florianopolis,SC,South
CUST_005625,UNIQ_005625,57655,Joao Pessoa,PB,Northeast
CUST_005678,UNIQ_005678,15978,Recife,PE,Northeast
CUST_005685,UNIQ_005685,25228,Maceio,AL,Northeast
CUST_005706,UNIQ_005706,30400,Natal,RN,Northeast
CUST_005717,UNIQ_005717,61668,Curitiba,PR,South
CUST_005822,UNIQ_005822,71628,Belem,PA,North
CUST_005852,UNIQ_005852,89061,Florianopolis,SC,South
CUST_005876,UNIQ_005876,13104,Fortaleza,CE,Northeast
CUST_005883,UNIQ_005883,99320,Manaus,AM,North
CUST_005892,UNIQ_005892,41340,Natal,RN,Northeast
CUST_005899,UNIQ_005899,75393,Belo Horizonte,MG,Southeast
CUST_005926,UNIQ_005926,84728,Curitiba,PR,South
CUST_005930,UNIQ_005930,55735,Belo Horizonte,MG,Southeast
CUST_005970,UNIQ_005970,88266,Maceio,AL,Northeast
CUST_005981,UNIQ_005981,93744,Campo Grande,MS,Central-West
CUST_006008,UNIQ_006008,21749,Salvador,BA,Northeast
CUST_006022,UNIQ_006022,10996,Natal,RN,Northeast
CUST_006041,UNIQ_006041,32769,Natal,RN,Northeast
CUST_006061,UNIQ_006061,48918,Recife,PE,Northeast
CUST_006063,UNIQ_006063,59559,Recife,PE,Northeast
CUST_006065,UNIQ_006065,46040,Rio De Janeiro,RJ,Southeast
CUST_006084,UNIQ_006084,49158,Curitiba,PR,South
CUST_006093,UNIQ_006093,25937,Porto Alegre,RS,South
CUST_006111,UNIQ_006111,35936,Curitiba,PR,South
CUST_006145,UNIQ_006145,37810,Porto Velho,RO,North
CUST_006158,UNIQ_006158,88830,Curitiba,PR,South
CUST_006163,UNIQ_006163,10609,Cuiaba,MT,Central-West
CUST_006168,UNIQ_006168,94512,Goiania,GO,Central-West
CUST_006185,UNIQ_006185,32307,Recife,PE,Northeast
CUST_006193,UNIQ_006193,59749,Porto Velho,RO,North
CUST_006244,UNIQ_006244,53743,Aracaju,SE,Northeast
CUST_006273,UNIQ_006273,91542,Aracaju,SE,Northeast
CUST_006284,UNIQ_006284,32377,Belo Horizonte,MG,Southeast
CUST_006354,UNIQ_006354,14212,Recife,PE,Northeast
CUST_006355,UNIQ_006355,56482,Joao Pessoa,PB,Northeast
CUST_006360,UNIQ_006360,50728,Porto Velho,RO,North
CUST_006387,UNIQ_006387,91381,Fortaleza,CE,Northeast
CUST_006395,UNIQ_006395,45412,Rio De Janeiro,RJ,Southeast
CUST_006409,UNIQ_006409,91744,Joao Pessoa,PB,Northeast
CUST_006410,UNIQ_006410,25035,Manaus,AM,North
CUST_006418,UNIQ_006418,17294,Natal,RN,Northeast
CUST_006421,UNIQ_006421,40792,Curitiba,PR,South
CUST_006428,UNIQ_006428,96175,Fortaleza,CE,Northeast
CUST_006438,UNIQ_006438,64643,Campo Grande,MS,Central-West
CUST_006456,UNIQ_006456,54471,Cuiaba,MT,Central-West
CUST_006477,UNIQ_006477,65057,Natal,RN,Northeast
CUST_006486,UNIQ_006486,93544,Fortaleza,CE,Northeast
CUST_006491,UNIQ_006491,39556,Belem,PA,North
CUST_006516,UNIQ_006516,80849,Porto Velho,RO,North
CUST_006536,UNIQ_006536,40882,Rio De Janeiro,RJ,Southeast
CUST_006537,UNIQ_006537,19556,Joao Pessoa,PB,Northeast
CUST_006565,UNIQ_006565,22057,Recife,PE,Northeast
CUST_006572,UNIQ_006572,67482,Fortaleza,CE,Northeast
CUST_006597,UNIQ_006597,26088,Manaus,AM,North
CUST_006607,UNIQ_006607,89920,Porto Alegre,RS,South
CUST_006648,UNIQ_006648,11162,Campo Grande,MS,Central-West
CUST_006682,UNIQ_006682,47104,Teresina,PI,Northeast
CUST_006709,UNIQ_006709,35562,Porto Alegre,RS,South
CUST_006715,UNIQ_006715,68328,Recife,PE,Northeast
CUST_006722,UNIQ_006722,40115,Teresina,PI,Northeast
CUST_006743,UNIQ_006743,79377,Aracaju,SE,Northeast
CUST_006752,UNIQ_006752,56525,Belo Horizonte,MG,Southeast
CUST_006793,UNIQ_006793,13378,Joao Pessoa,PB,Northeast
CUST_006809,UNIQ_006809,92657,Campo Grande,MS,Central-West
CUST_006851,UNIQ_006851,74117,Joao Pessoa,PB,Northeast
CUST_006859,UNIQ_006859,63900,Goiania,GO,Central-West
CUST_006879,UNIQ_006879,57460,Manaus,AM,North
CUST_006886,UNIQ_006886,42598,Maceio,AL,Northeast
CUST_006903,UNIQ_006903,22524,Fortaleza,CE,Northeast
CUST_006912,UNIQ_006912,71787,Cuiaba,MT,Central-West
