order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,gross_sales,shipping_cost,total_amount,shipping_percentage,shipping_category,price_category
ORD_0000012,4,PROD_000483,SELL_0193,2023-03-18T22:15:00.000Z,2238.52,39.46,2238.52,39.46,2277.98,1.76,Medium,Premium
ORD_0000013,1,PROD_002031,SELL_0218,2022-03-27T16:59:00.000Z,1059.89,57.45,1059.89,57.45,1117.34,5.42,High,Premium
ORD_0000014,1,PROD_001026,SELL_0045,2021-02-03T02:37:00.000Z,988.46,66.27,988.46,66.27,1054.73,6.7,High,Premium
ORD_0000015,1,PROD_001683,SELL_0018,2021-04-30T23:20:00.000Z,814.14,18.9,814.14,18.9,833.04,2.32,Low,Premium
ORD_0000016,1,PROD_001046,SELL_0444,2021-08-20T02:52:00.000Z,1708.07,59.62,1708.07,59.62,1767.69,3.49,High,Premium
ORD_0000016,2,PROD_001451,SELL_0210,2021-08-22T02:52:00.000Z,1984.38,28.54,1984.38,28.54,2012.92,1.44,Medium,Premium
ORD_0000016,3,PROD_001811,SELL_0085,2021-08-20T02:52:00.000Z,327.88,74.11,327.88,74.11,401.99,22.6,High,Standard
ORD_0000016,4,PROD_001509,SELL_0160,2021-08-22T02:52:00.000Z,2370.5,66.19,2370.5,66.19,2436.69,2.79,High,Premium
ORD_0000017,1,PROD_000228,SELL_0151,2021-03-10T21:44:00.000Z,678.64,10.23,678.64,10.23,688.87,1.51,Low,Premium
ORD_0000018,1,PROD_002741,SELL_0479,2022-04-09T11:26:00.000Z,2099.94,15.89,2099.94,15.89,2115.83,0.76,Low,Premium
ORD_0000018,2,PROD_002888,SELL_0281,2022-04-08T11:26:00.000Z,332.79,16.74,332.79,16.74,349.53,5.03,Low,Standard
ORD_0000019,1,PROD_000233,SELL_0489,2022-12-21T14:13:00.000Z,1162.79,56,1162.79,56,1218.79,4.82,High,Premium
ORD_0000019,2,PROD_002405,SELL_0411,2022-12-20T14:13:00.000Z,2242.5,34.5,2242.5,34.5,2277,1.54,Medium,Premium
ORD_0000020,1,PROD_002399,SELL_0404,2022-05-10T20:42:00.000Z,2370.75,41.91,2370.75,41.91,2412.66,1.77,Medium,Premium
ORD_0000021,1,PROD_001230,SELL_0234,2021-06-27T13:10:00.000Z,982.72,67.22,982.72,67.22,1049.94,6.84,High,Premium
ORD_0000021,2,PROD_002875,SELL_0145,2021-06-26T13:10:00.000Z,1128.24,24.07,1128.24,24.07,1152.31,2.13,Medium,Premium
ORD_0000022,1,PROD_000658,SELL_0351,2022-11-26T08:00:00.000Z,1352.7,62.29,1352.7,62.29,1414.99,4.6,High,Premium
ORD_0000023,1,PROD_001878,SELL_0473,2023-05-19T22:37:00.000Z,2274,72.97,2274,72.97,2346.97,3.21,High,Premium
ORD_0000024,1,PROD_001783,SELL_0396,2021-11-19T02:17:00.000Z,2353.93,74.35,2353.93,74.35,2428.28,3.16,High,Premium
ORD_0000025,1,PROD_002319,SELL_0248,2022-05-01T02:04:00.000Z,328.13,30.94,328.13,30.94,359.07,9.43,Medium,Standard
ORD_0000025,2,PROD_000557,SELL_0175,2022-05-01T02:04:00.000Z,2238.76,45.75,2238.76,45.75,2284.51,2.04,Medium,Premium
ORD_0000025,3,PROD_002089,SELL_0430,2022-05-01T02:04:00.000Z,2360.13,37.13,2360.13,37.13,2397.26,1.57,Medium,Premium
ORD_0000025,4,PROD_002855,SELL_0075,2022-05-01T02:04:00.000Z,374.01,79.58,374.01,79.58,453.59,21.28,High,Standard
ORD_0000025,5,PROD_000947,SELL_0324,2022-04-29T02:04:00.000Z,1704.06,67.3,1704.06,67.3,1771.36,3.95,High,Premium
ORD_0000026,1,PROD_002278,SELL_0422,2021-09-08T02:45:00.000Z,530.87,62.81,530.87,62.81,593.68,11.83,High,Premium
ORD_0000027,1,PROD_000179,SELL_0216,2023-05-02T04:30:00.000Z,1344.53,10.64,1344.53,10.64,1355.17,0.79,Low,Premium
ORD_0000027,2,PROD_002218,SELL_0472,2023-05-04T04:30:00.000Z,1151.86,29.59,1151.86,29.59,1181.45,2.57,Medium,Premium
ORD_0000028,1,PROD_002837,SELL_0022,2022-12-23T08:50:00.000Z,161.69,29.57,161.69,29.57,191.26,18.29,Medium,Standard
ORD_0000029,1,PROD_000290,SELL_0390,2021-02-23T10:16:00.000Z,1402.86,28.96,1402.86,28.96,1431.82,2.06,Medium,Premium
ORD_0000030,1,PROD_002297,SELL_0088,2021-12-27T00:53:00.000Z,2413.9,21.5,2413.9,21.5,2435.4,0.89,Medium,Premium
ORD_0000030,2,PROD_001631,SELL_0269,2021-12-28T00:53:00.000Z,629.09,50,629.09,50,679.09,7.95,High,Premium
ORD_0000031,1,PROD_000378,SELL_0251,2023-06-07T08:48:00.000Z,2412.77,44.88,2412.77,44.88,2457.65,1.86,Medium,Premium
ORD_0000031,2,PROD_000312,SELL_0070,2023-06-07T08:48:00.000Z,539.6,67.73,539.6,67.73,607.33,12.55,High,Premium
ORD_0000031,3,PROD_002003,SELL_0389,2023-06-07T08:48:00.000Z,2423.75,37.87,2423.75,37.87,2461.62,1.56,Medium,Premium
ORD_0000032,1,PROD_002118,SELL_0261,2022-03-04T03:49:00.000Z,2340.86,29.16,2340.86,29.16,2370.02,1.25,Medium,Premium
ORD_0000032,2,PROD_002073,SELL_0169,2022-03-04T03:49:00.000Z,100.2,6.53,100.2,6.53,106.73,6.52,Low,Standard
ORD_0000032,3,PROD_000935,SELL_0337,2022-03-04T03:49:00.000Z,671.47,29.74,671.47,29.74,701.21,4.43,Medium,Premium
ORD_0000032,4,PROD_001262,SELL_0280,2022-03-02T03:49:00.000Z,348.75,72.41,348.75,72.41,421.16,20.76,High,Standard
ORD_0000033,1,PROD_001751,SELL_0307,2022-06-17T05:31:00.000Z,465.56,43.17,465.56,43.17,508.73,9.27,Medium,Standard
ORD_0000034,1,PROD_002646,SELL_0465,2022-07-28T03:24:00.000Z,131.12,24.98,131.12,24.98,156.1,19.05,Medium,Standard
ORD_0000034,2,PROD_002606,SELL_0003,2022-07-28T03:24:00.000Z,858.88,67.77,858.88,67.77,926.65,7.89,High,Premium
ORD_0000035,1,PROD_000608,SELL_0288,2022-11-20T10:22:00.000Z,969.41,31.76,969.41,31.76,1001.17,3.28,Medium,Premium
ORD_0000036,1,PROD_002761,SELL_0390,2022-05-20T23:35:00.000Z,977.68,77.73,977.68,77.73,1055.41,7.95,High,Premium
ORD_0000037,1,PROD_002710,SELL_0433,2023-01-24T09:05:00.000Z,2422.79,27.67,2422.79,27.67,2450.46,1.14,Medium,Premium
ORD_0000038,1,PROD_000841,SELL_0255,2021-09-26T04:47:00.000Z,708.31,66.28,708.31,66.28,774.59,9.36,High,Premium
ORD_0000039,1,PROD_000042,SELL_0474,2022-07-07T01:44:00.000Z,2142.59,18.72,2142.59,18.72,2161.31,0.87,Low,Premium
ORD_0000040,1,PROD_001091,SELL_0201,2021-05-08T07:28:00.000Z,1585,7.02,1585,7.02,1592.02,0.44,Low,Premium
ORD_0000040,2,PROD_001396,SELL_0155,2021-05-10T07:28:00.000Z,1798.15,15.62,1798.15,15.62,1813.77,0.87,Low,Premium
ORD_0000041,1,PROD_000559,SELL_0486,2023-06-19T19:28:00.000Z,324.86,12.71,324.86,12.71,337.57,3.91,Low,Standard
ORD_0000041,2,PROD_000137,SELL_0437,2023-06-20T19:28:00.000Z,752.34,10.2,752.34,10.2,762.54,1.36,Low,Premium
ORD_0000041,3,PROD_002406,SELL_0334,2023-06-20T19:28:00.000Z,799.18,44.66,799.18,44.66,843.84,5.59,Medium,Premium
ORD_0000042,1,PROD_001942,SELL_0143,2022-11-14T16:07:00.000Z,1116.4,6.15,1116.4,6.15,1122.55,0.55,Low,Premium
ORD_0000043,1,PROD_001439,SELL_0330,2022-11-09T17:05:00.000Z,2096.1,41.45,2096.1,41.45,2137.55,1.98,Medium,Premium
ORD_0000043,2,PROD_002954,SELL_0076,2022-11-08T17:05:00.000Z,1150.1,45.04,1150.1,45.04,1195.14,3.92,Medium,Premium
ORD_0000043,3,PROD_000740,SELL_0162,2022-11-10T17:05:00.000Z,337.13,26.64,337.13,26.64,363.77,7.9,Medium,Standard
ORD_0000043,4,PROD_000354,SELL_0402,2022-11-10T17:05:00.000Z,2263.55,56.76,2263.55,56.76,2320.31,2.51,High,Premium
ORD_0000044,1,PROD_002940,SELL_0318,2022-07-04T02:57:00.000Z,1162.5,16.31,1162.5,16.31,1178.81,1.4,Low,Premium
ORD_0000045,1,PROD_002651,SELL_0184,2022-05-02T04:42:00.000Z,1282.33,36.37,1282.33,36.37,1318.7,2.84,Medium,Premium
ORD_0000046,1,PROD_002712,SELL_0219,2023-01-28T03:43:00.000Z,51.95,57.07,51.95,57.07,109.02,109.86,High,Budget
ORD_0000047,1,PROD_001945,SELL_0231,2021-02-11T00:50:00.000Z,596.71,71.32,596.71,71.32,668.03,11.95,High,Premium
ORD_0000048,1,PROD_002533,SELL_0469,2023-05-04T14:22:00.000Z,1351.93,55.97,1351.93,55.97,1407.9,4.14,High,Premium
ORD_0000049,1,PROD_001688,SELL_0461,2022-04-06T15:35:00.000Z,460.17,63.35,460.17,63.35,523.52,13.77,High,Standard
ORD_0000050,1,PROD_000755,SELL_0449,2022-01-09T14:27:00.000Z,2487.11,46.48,2487.11,46.48,2533.59,1.87,Medium,Premium
ORD_0000051,1,PROD_002897,SELL_0445,2021-02-17T13:27:00.000Z,990.8,7.04,990.8,7.04,997.84,0.71,Low,Premium
ORD_0000051,2,PROD_001277,SELL_0330,2021-02-17T13:27:00.000Z,1010.39,35.89,1010.39,35.89,1046.28,3.55,Medium,Premium
ORD_0000051,3,PROD_001948,SELL_0455,2021-02-19T13:27:00.000Z,647.43,12.69,647.43,12.69,660.12,1.96,Low,Premium
ORD_0000051,4,PROD_000896,SELL_0341,2021-02-19T13:27:00.000Z,2481.33,5.9,2481.33,5.9,2487.23,0.24,Low,Premium
ORD_0000051,5,PROD_001896,SELL_0454,2021-02-17T13:27:00.000Z,1437.68,78.11,1437.68,78.11,1515.79,5.43,High,Premium
ORD_0000052,1,PROD_002881,SELL_0263,2023-01-17T05:51:00.000Z,2428.11,31.84,2428.11,31.84,2459.95,1.31,Medium,Premium
ORD_0000052,2,PROD_000593,SELL_0487,2023-01-16T05:51:00.000Z,1410.59,29.15,1410.59,29.15,1439.74,2.07,Medium,Premium
ORD_0000052,3,PROD_000539,SELL_0391,2023-01-16T05:51:00.000Z,804.1,44.73,804.1,44.73,848.83,5.56,Medium,Premium
ORD_0000052,4,PROD_002052,SELL_0148,2023-01-16T05:51:00.000Z,1024.88,55.13,1024.88,55.13,1080.01,5.38,High,Premium
ORD_0000053,1,PROD_002026,SELL_0081,2021-08-01T00:40:00.000Z,456.44,74.13,456.44,74.13,530.57,16.24,High,Standard
ORD_0000054,1,PROD_001779,SELL_0212,2022-01-09T19:31:00.000Z,32.55,35.37,32.55,35.37,67.92,108.66,Medium,Budget
ORD_0000054,2,PROD_001086,SELL_0058,2022-01-11T19:31:00.000Z,226.21,23.32,226.21,23.32,249.53,10.31,Medium,Standard
ORD_0000054,3,PROD_002505,SELL_0109,2022-01-11T19:31:00.000Z,2346.63,66.66,2346.63,66.66,2413.29,2.84,High,Premium
ORD_0000054,4,PROD_001247,SELL_0059,2022-01-10T19:31:00.000Z,673.04,23.86,673.04,23.86,696.9,3.55,Medium,Premium
ORD_0000055,1,PROD_001543,SELL_0381,2022-12-08T01:57:00.000Z,2198.7,51.57,2198.7,51.57,2250.27,2.35,High,Premium
ORD_0000056,1,PROD_002244,SELL_0087,2023-04-09T08:51:00.000Z,2133.95,77.67,2133.95,77.67,2211.62,3.64,High,Premium
ORD_0000057,1,PROD_002923,SELL_0061,2023-03-04T12:37:00.000Z,661,28.62,661,28.62,689.62,4.33,Medium,Premium
ORD_0000057,2,PROD_002971,SELL_0428,2023-03-06T12:37:00.000Z,713.1,24.61,713.1,24.61,737.71,3.45,Medium,Premium
ORD_0000057,3,PROD_000545,SELL_0386,2023-03-06T12:37:00.000Z,1855.76,56.97,1855.76,56.97,1912.73,3.07,High,Premium
ORD_0000057,4,PROD_002717,SELL_0146,2023-03-04T12:37:00.000Z,1959.57,42.82,1959.57,42.82,2002.39,2.19,Medium,Premium
ORD_0000057,5,PROD_000682,SELL_0402,2023-03-05T12:37:00.000Z,1986.39,9.19,1986.39,9.19,1995.58,0.46,Low,Premium
ORD_0000058,1,PROD_001906,SELL_0123,2022-02-21T04:03:00.000Z,1969.92,77.62,1969.92,77.62,2047.54,3.94,High,Premium
ORD_0000058,2,PROD_001764,SELL_0126,2022-02-21T04:03:00.000Z,2122.82,16.42,2122.82,16.42,2139.24,0.77,Low,Premium
ORD_0000059,1,PROD_001071,SELL_0342,2021-02-11T04:22:00.000Z,158.24,64.4,158.24,64.4,222.64,40.7,High,Standard
ORD_0000060,1,PROD_002807,SELL_0104,2023-05-22T12:55:00.000Z,1250.33,16.39,1250.33,16.39,1266.72,1.31,Low,Premium
ORD_0000061,1,PROD_002835,SELL_0150,2022-04-16T01:14:00.000Z,2201.92,37.47,2201.92,37.47,2239.39,1.7,Medium,Premium
ORD_0000061,2,PROD_000367,SELL_0138,2022-04-15T01:14:00.000Z,744.69,40.99,744.69,40.99,785.68,5.5,Medium,Premium
ORD_0000061,3,PROD_002955,SELL_0097,2022-04-16T01:14:00.000Z,2339.77,60.13,2339.77,60.13,2399.9,2.57,High,Premium
ORD_0000061,4,PROD_001033,SELL_0169,2022-04-16T01:14:00.000Z,1008.96,50.18,1008.96,50.18,1059.14,4.97,High,Premium
ORD_0000062,1,PROD_002248,SELL_0435,2022-10-02T03:20:00.000Z,2477.43,16.83,2477.43,16.83,2494.26,0.68,Low,Premium
ORD_0000063,1,PROD_002416,SELL_0292,2022-03-03T04:36:00.000Z,805.25,65.01,805.25,65.01,870.26,8.07,High,Premium
ORD_0000064,1,PROD_000521,SELL_0498,2023-06-15T23:12:00.000Z,1141.22,63.37,1141.22,63.37,1204.59,5.55,High,Premium
ORD_0000064,2,PROD_000095,SELL_0276,2023-06-17T23:12:00.000Z,1439.04,22.65,1439.04,22.65,1461.69,1.57,Medium,Premium
ORD_0000064,3,PROD_000026,SELL_0029,2023-06-15T23:12:00.000Z,1622.16,31.42,1622.16,31.42,1653.58,1.94,Medium,Premium
ORD_0000065,1,PROD_002010,SELL_0407,2021-09-10T12:32:00.000Z,1105.28,77.22,1105.28,77.22,1182.5,6.99,High,Premium
ORD_0000066,1,PROD_002101,SELL_0203,2022-09-27T04:11:00.000Z,2006.25,27.04,2006.25,27.04,2033.29,1.35,Medium,Premium
ORD_0000066,2,PROD_002235,SELL_0264,2022-09-27T04:11:00.000Z,1236.98,40.22,1236.98,40.22,1277.2,3.25,Medium,Premium
ORD_0000066,3,PROD_001168,SELL_0077,2022-09-28T04:11:00.000Z,693.95,50.31,693.95,50.31,744.26,7.25,High,Premium
ORD_0000067,1,PROD_000124,SELL_0452,2022-07-20T00:24:00.000Z,60.82,10.83,60.82,10.83,71.65,17.81,Low,Budget
ORD_0000067,2,PROD_000615,SELL_0349,2022-07-19T00:24:00.000Z,1092.25,29.68,1092.25,29.68,1121.93,2.72,Medium,Premium
ORD_0000067,3,PROD_001614,SELL_0197,2022-07-20T00:24:00.000Z,2368.56,41.35,2368.56,41.35,2409.91,1.75,Medium,Premium
ORD_0000067,4,PROD_002419,SELL_0330,2022-07-18T00:24:00.000Z,1781.62,17.8,1781.62,17.8,1799.42,1,Low,Premium
ORD_0000068,1,PROD_002744,SELL_0348,2023-04-03T14:52:00.000Z,1716.39,68.54,1716.39,68.54,1784.93,3.99,High,Premium
ORD_0000068,2,PROD_000810,SELL_0041,2023-04-01T14:52:00.000Z,462.43,34.57,462.43,34.57,497,7.48,Medium,Standard
ORD_0000068,3,PROD_001187,SELL_0178,2023-04-01T14:52:00.000Z,984.39,13.09,984.39,13.09,997.48,1.33,Low,Premium
ORD_0000068,4,PROD_000715,SELL_0441,2023-04-01T14:52:00.000Z,2307.15,18.13,2307.15,18.13,2325.28,0.79,Low,Premium
ORD_0000068,5,PROD_000701,SELL_0395,2023-04-03T14:52:00.000Z,823.18,34.68,823.18,34.68,857.86,4.21,Medium,Premium
ORD_0000069,1,PROD_002203,SELL_0455,2021-07-25T20:56:00.000Z,1747.99,23.01,1747.99,23.01,1771,1.32,Medium,Premium
ORD_0000069,2,PROD_001217,SELL_0240,2021-07-27T20:56:00.000Z,1681.47,47.06,1681.47,47.06,1728.53,2.8,Medium,Premium
ORD_0000070,1,PROD_002675,SELL_0120,2021-01-07T13:24:00.000Z,2031.37,5.39,2031.37,5.39,2036.76,0.27,Low,Premium
ORD_0000071,1,PROD_000800,SELL_0257,2021-09-06T22:48:00.000Z,2086.96,14.63,2086.96,14.63,2101.59,0.7,Low,Premium
ORD_0000071,2,PROD_002755,SELL_0264,2021-09-05T22:48:00.000Z,136.63,18.96,136.63,18.96,155.59,13.88,Low,Standard
ORD_0000072,1,PROD_001809,SELL_0421,2023-04-14T10:53:00.000Z,1408.66,68.5,1408.66,68.5,1477.16,4.86,High,Premium
ORD_0000073,1,PROD_000054,SELL_0257,2022-12-18T20:31:00.000Z,226.03,58.67,226.03,58.67,284.7,25.96,High,Standard
ORD_0000074,1,PROD_002862,SELL_0246,2022-01-19T19:50:00.000Z,2085.79,54.41,2085.79,54.41,2140.2,2.61,High,Premium
ORD_0000075,1,PROD_002145,SELL_0119,2023-05-02T10:47:00.000Z,809.3,47.54,809.3,47.54,856.84,5.87,Medium,Premium
ORD_0000075,2,PROD_000332,SELL_0349,2023-05-04T10:47:00.000Z,751.69,16.92,751.69,16.92,768.61,2.25,Low,Premium
ORD_0000076,1,PROD_000435,SELL_0190,2022-06-29T18:01:00.000Z,728.81,27.98,728.81,27.98,756.79,3.84,Medium,Premium
ORD_0000076,2,PROD_002490,SELL_0181,2022-06-29T18:01:00.000Z,1568.93,76.53,1568.93,76.53,1645.46,4.88,High,Premium
ORD_0000077,1,PROD_001039,SELL_0120,2022-12-05T01:20:00.000Z,2269.61,29.2,2269.61,29.2,2298.81,1.29,Medium,Premium
ORD_0000077,2,PROD_002618,SELL_0006,2022-12-06T01:20:00.000Z,590.49,7.66,590.49,7.66,598.15,1.3,Low,Premium
ORD_0000077,3,PROD_001199,SELL_0351,2022-12-07T01:20:00.000Z,182.51,31.02,182.51,31.02,213.53,17,Medium,Standard
ORD_0000078,1,PROD_002373,SELL_0447,2021-12-04T09:30:00.000Z,328.18,12.96,328.18,12.96,341.14,3.95,Low,Standard
ORD_0000079,1,PROD_001085,SELL_0193,2022-05-15T09:01:00.000Z,2291.32,37.88,2291.32,37.88,2329.2,1.65,Medium,Premium
ORD_0000080,1,PROD_000819,SELL_0372,2021-12-03T00:28:00.000Z,2216.49,70.96,2216.49,70.96,2287.45,3.2,High,Premium
ORD_0000080,2,PROD_001375,SELL_0413,2021-12-03T00:28:00.000Z,63.17,67.1,63.17,67.1,130.27,106.22,High,Budget
ORD_0000081,1,PROD_001527,SELL_0157,2021-05-25T17:23:00.000Z,1015.2,57.93,1015.2,57.93,1073.13,5.71,High,Premium
ORD_0000082,1,PROD_001645,SELL_0485,2021-09-19T14:05:00.000Z,1817.3,56.43,1817.3,56.43,1873.73,3.11,High,Premium
ORD_0000082,2,PROD_002196,SELL_0359,2021-09-18T14:05:00.000Z,1035.81,55.56,1035.81,55.56,1091.37,5.36,High,Premium
ORD_0000083,1,PROD_001866,SELL_0133,2023-01-09T11:07:00.000Z,2054.45,53.97,2054.45,53.97,2108.42,2.63,High,Premium
ORD_0000084,1,PROD_001311,SELL_0237,2021-10-02T02:32:00.000Z,897.41,17.94,897.41,17.94,915.35,2,Low,Premium
ORD_0000085,1,PROD_000351,SELL_0308,2021-01-25T22:59:00.000Z,1680.47,13.95,1680.47,13.95,1694.42,0.83,Low,Premium
ORD_0000085,2,PROD_001637,SELL_0238,2021-01-24T22:59:00.000Z,1331.67,40.7,1331.67,40.7,1372.37,3.06,Medium,Premium
ORD_0000085,3,PROD_002955,SELL_0389,2021-01-25T22:59:00.000Z,288.23,67.49,288.23,67.49,355.72,23.42,High,Standard
ORD_0000086,1,PROD_000893,SELL_0028,2022-01-20T02:21:00.000Z,1466.12,12.25,1466.12,12.25,1478.37,0.84,Low,Premium
ORD_0000087,1,PROD_001813,SELL_0079,2021-08-12T04:30:00.000Z,156.2,6.27,156.2,6.27,162.47,4.01,Low,Standard
ORD_0000088,1,PROD_002965,SELL_0194,2023-03-05T12:35:00.000Z,1980.58,41.74,1980.58,41.74,2022.32,2.11,Medium,Premium
ORD_0000089,1,PROD_000390,SELL_0330,2023-05-10T19:12:00.000Z,1452.8,13.02,1452.8,13.02,1465.82,0.9,Low,Premium
ORD_0000090,1,PROD_002214,SELL_0190,2021-02-21T12:03:00.000Z,1126.53,39.15,1126.53,39.15,1165.68,3.48,Medium,Premium
ORD_0000090,2,PROD_002278,SELL_0414,2021-02-22T12:03:00.000Z,1065.12,44.72,1065.12,44.72,1109.84,4.2,Medium,Premium
ORD_0000090,3,PROD_001267,SELL_0440,2021-02-21T12:03:00.000Z,2205.17,76.54,2205.17,76.54,2281.71,3.47,High,Premium
ORD_0000091,1,PROD_000138,SELL_0417,2021-02-17T14:05:00.000Z,509.12,36.19,509.12,36.19,545.31,7.11,Medium,Premium
ORD_0000091,2,PROD_000910,SELL_0061,2021-02-17T14:05:00.000Z,2346.62,31.9,2346.62,31.9,2378.52,1.36,Medium,Premium
ORD_0000091,3,PROD_002220,SELL_0408,2021-02-17T14:05:00.000Z,1957.22,41.78,1957.22,41.78,1999,2.13,Medium,Premium
ORD_0000091,4,PROD_001271,SELL_0256,2021-02-17T14:05:00.000Z,817.14,34.49,817.14,34.49,851.63,4.22,Medium,Premium
ORD_0000092,1,PROD_000809,SELL_0235,2021-11-03T19:05:00.000Z,426.82,72.27,426.82,72.27,499.09,16.93,High,Standard
ORD_0000093,1,PROD_001383,SELL_0207,2021-08-18T13:24:00.000Z,782.63,42.79,782.63,42.79,825.42,5.47,Medium,Premium
ORD_0000093,2,PROD_001907,SELL_0004,2021-08-19T13:24:00.000Z,2448.29,66.31,2448.29,66.31,2514.6,2.71,High,Premium
ORD_0000094,1,PROD_000685,SELL_0192,2022-03-16T11:43:00.000Z,1270.77,65.3,1270.77,65.3,1336.07,5.14,High,Premium
ORD_0000094,2,PROD_002722,SELL_0278,2022-03-17T11:43:00.000Z,2136.38,65.63,2136.38,65.63,2202.01,3.07,High,Premium
ORD_0000095,1,PROD_001498,SELL_0038,2022-09-06T08:23:00.000Z,2140.45,67.07,2140.45,67.07,2207.52,3.13,High,Premium
ORD_0000096,1,PROD_000495,SELL_0325,2023-02-15T17:37:00.000Z,1453.33,50.12,1453.33,50.12,1503.45,3.45,High,Premium
ORD_0000096,2,PROD_002156,SELL_0005,2023-02-15T17:37:00.000Z,1076.72,70.24,1076.72,70.24,1146.96,6.52,High,Premium
ORD_0000097,1,PROD_002580,SELL_0382,2021-08-29T20:59:00.000Z,908.4,61.58,908.4,61.58,969.98,6.78,High,Premium
ORD_0000098,1,PROD_002307,SELL_0045,2022-02-27T07:15:00.000Z,1419.8,37.13,1419.8,37.13,1456.93,2.62,Medium,Premium
ORD_0000099,1,PROD_000922,SELL_0421,2023-04-15T07:44:00.000Z,2423.38,53.51,2423.38,53.51,2476.89,2.21,High,Premium
ORD_0000100,1,PROD_000686,SELL_0466,2021-01-31T19:46:00.000Z,352.43,29.29,352.43,29.29,381.72,8.31,Medium,Standard
ORD_0000100,2,PROD_001038,SELL_0228,2021-01-29T19:46:00.000Z,564.63,59.16,564.63,59.16,623.79,10.48,High,Premium
ORD_0000100,3,PROD_002368,SELL_0415,2021-01-30T19:46:00.000Z,1820,56.82,1820,56.82,1876.82,3.12,High,Premium
ORD_0000101,1,PROD_000058,SELL_0102,2023-03-08T17:58:00.000Z,73.59,8.45,73.59,8.45,82.04,11.48,Low,Budget
ORD_0000102,1,PROD_002210,SELL_0044,2022-04-25T01:51:00.000Z,2435.5,21.37,2435.5,21.37,2456.87,0.88,Medium,Premium
ORD_0000102,2,PROD_001192,SELL_0017,2022-04-26T01:51:00.000Z,1195.92,60.96,1195.92,60.96,1256.88,5.1,High,Premium
ORD_0000102,3,PROD_002868,SELL_0283,2022-04-26T01:51:00.000Z,674.72,30.22,674.72,30.22,704.94,4.48,Medium,Premium
ORD_0000103,1,PROD_000411,SELL_0172,2023-01-29T05:29:00.000Z,652.48,61.67,652.48,61.67,714.15,9.45,High,Premium
ORD_0000104,1,PROD_001701,SELL_0461,2022-03-08T13:12:00.000Z,1928.56,57.25,1928.56,57.25,1985.81,2.97,High,Premium
ORD_0000104,2,PROD_001725,SELL_0067,2022-03-07T13:12:00.000Z,325.94,30.63,325.94,30.63,356.57,9.4,Medium,Standard
ORD_0000105,1,PROD_001957,SELL_0230,2022-05-16T06:33:00.000Z,107.61,27.62,107.61,27.62,135.23,25.67,Medium,Standard
