order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_date,purchase_year,purchase_month,purchase_month_name,purchase_day,purchase_day_name,purchase_week,purchase_quarter,purchase_hour,approval_time_hours,carrier_time_hours,delivery_time_days,estimated_delivery_days,delivery_delay_days,delivery_status
ORD_0000488,CUST_012942,Delivered,2021-06-30T16:39:00.000Z,2021-07-01T01:39:00.000Z,2021-07-04T01:39:00.000Z,2021-07-03T16:39:00.000Z,2021-07-09T16:39:00.000Z,2021-06-30,2021,6,June,30,Wednesday,26,2,16,9,72,3,9,-6,On Time
ORD_0000506,CUST_014148,Processing,2021-12-18T20:45:00.000Z,2021-12-19T01:45:00.000Z,2021-12-22T01:45:00.000Z,null,2022-01-04T20:45:00.000Z,2021-12-18,2021,12,December,18,Saturday,50,4,20,5,72,null,17,null,Pending
ORD_0000534,CUST_007865,Processing,2021-08-02T18:01:00.000Z,2021-08-03T03:01:00.000Z,2021-08-06T03:01:00.000Z,null,2021-08-13T18:01:00.000Z,2021-08-02,2021,8,August,2,Monday,31,3,18,9,72,null,11,null,Pending
ORD_0000565,CUST_002725,Processing,2022-07-03T22:32:00.000Z,2022-07-04T21:32:00.000Z,2022-07-05T21:32:00.000Z,null,2022-07-11T22:32:00.000Z,2022-07-03,2022,7,July,3,Sunday,26,3,22,23,24,null,8,null,Pending
ORD_0000579,CUST_011123,Delivered,2021-01-31T03:16:00.000Z,2021-01-31T23:16:00.000Z,2021-02-02T23:16:00.000Z,2021-02-03T03:16:00.000Z,2021-02-18T03:16:00.000Z,2021-01-31,2021,1,January,31,Sunday,4,1,3,20,48,3,18,-15,On Time
ORD_0000583,CUST_014066,Cancelled,2022-10-16T20:38:00.000Z,2022-10-17T18:38:00.000Z,2022-10-20T18:38:00.000Z,null,2022-11-02T20:38:00.000Z,2022-10-16,2022,10,October,16,Sunday,41,4,20,22,72,null,17,null,Pending
ORD_0000586,CUST_013572,Processing,2021-11-25T23:44:00.000Z,2021-11-26T12:44:00.000Z,2021-11-27T12:44:00.000Z,null,2021-12-12T23:44:00.000Z,2021-11-25,2021,11,November,25,Thursday,47,4,23,13,24,null,17,null,Pending
ORD_0000596,CUST_008540,Delivered,2021-05-24T14:30:00.000Z,2021-05-24T22:30:00.000Z,2021-05-25T22:30:00.000Z,2021-06-19T14:30:00.000Z,2021-06-13T14:30:00.000Z,2021-05-24,2021,5,May,24,Monday,21,2,14,8,24,26,20,6,Delayed
ORD_0000597,CUST_004358,Invoiced,2021-04-09T04:42:00.000Z,2021-04-09T17:42:00.000Z,2021-04-11T17:42:00.000Z,null,2021-04-19T04:42:00.000Z,2021-04-09,2021,4,April,9,Friday,14,2,4,13,48,null,10,null,Pending
ORD_0000598,CUST_007662,Delivered,2021-01-08T08:51:00.000Z,2021-01-09T04:51:00.000Z,2021-01-11T04:51:00.000Z,2021-01-15T08:51:00.000Z,2021-01-28T08:51:00.000Z,2021-01-08,2021,1,January,8,Friday,1,1,8,20,48,7,20,-13,On Time
ORD_0000601,CUST_010306,Cancelled,2022-04-18T03:15:00.000Z,2022-04-19T02:15:00.000Z,2022-04-22T02:15:00.000Z,null,2022-04-27T03:15:00.000Z,2022-04-18,2022,4,April,18,Monday,16,2,3,23,72,null,9,null,Pending
ORD_0000678,CUST_008737,Invoiced,2022-10-14T09:49:00.000Z,2022-10-14T22:49:00.000Z,2022-10-17T22:49:00.000Z,null,2022-10-29T09:49:00.000Z,2022-10-14,2022,10,October,14,Friday,41,4,9,13,72,null,15,null,Pending
ORD_0000679,CUST_012081,Processing,2022-08-20T06:45:00.000Z,2022-08-20T09:45:00.000Z,2022-08-22T09:45:00.000Z,null,2022-09-06T06:45:00.000Z,2022-08-20,2022,8,August,20,Saturday,33,3,6,3,48,null,17,null,Pending
ORD_0000695,CUST_002126,Invoiced,2021-06-07T06:06:00.000Z,2021-06-07T15:06:00.000Z,2021-06-10T15:06:00.000Z,null,2021-06-14T06:06:00.000Z,2021-06-07,2021,6,June,7,Monday,23,2,6,9,72,null,7,null,Pending
ORD_0000708,CUST_006073,Cancelled,2021-08-13T10:23:00.000Z,2021-08-13T23:23:00.000Z,2021-08-14T23:23:00.000Z,null,2021-08-28T10:23:00.000Z,2021-08-13,2021,8,August,13,Friday,32,3,10,13,24,null,15,null,Pending
ORD_0000746,CUST_014839,Cancelled,2023-01-03T16:28:00.000Z,2023-01-04T12:28:00.000Z,2023-01-05T12:28:00.000Z,null,2023-01-21T16:28:00.000Z,2023-01-03,2023,1,January,3,Tuesday,1,1,16,20,24,null,18,null,Pending
ORD_0000747,CUST_010470,Cancelled,2023-04-06T19:01:00.000Z,2023-04-07T03:01:00.000Z,2023-04-08T03:01:00.000Z,null,2023-04-22T19:01:00.000Z,2023-04-06,2023,4,April,6,Thursday,14,2,19,8,24,null,16,null,Pending
ORD_0000757,CUST_002916,Cancelled,2023-02-03T21:03:00.000Z,2023-02-04T09:03:00.000Z,2023-02-07T09:03:00.000Z,null,2023-02-16T21:03:00.000Z,2023-02-03,2023,2,February,3,Friday,5,1,21,12,72,null,13,null,Pending
ORD_0000771,CUST_011739,Delivered,2022-09-13T20:19:00.000Z,2022-09-14T00:19:00.000Z,2022-09-15T00:19:00.000Z,2022-09-20T20:19:00.000Z,2022-10-01T20:19:00.000Z,2022-09-13,2022,9,September,13,Tuesday,37,3,20,4,24,7,18,-11,On Time
ORD_0000809,CUST_006408,Delivered,2021-01-28T23:36:00.000Z,2021-01-29T21:36:00.000Z,2021-02-01T21:36:00.000Z,2021-02-22T23:36:00.000Z,2021-02-14T23:36:00.000Z,2021-01-28,2021,1,January,28,Thursday,4,1,23,22,72,25,17,8,Delayed
ORD_0000810,CUST_003745,Processing,2022-05-11T06:48:00.000Z,2022-05-11T07:48:00.000Z,2022-05-14T07:48:00.000Z,null,2022-05-24T06:48:00.000Z,2022-05-11,2022,5,May,11,Wednesday,19,2,6,1,72,null,13,null,Pending
ORD_0000843,CUST_010554,Invoiced,2023-05-18T07:42:00.000Z,2023-05-18T15:42:00.000Z,2023-05-20T15:42:00.000Z,null,2023-06-06T07:42:00.000Z,2023-05-18,2023,5,May,18,Thursday,20,2,7,8,48,null,19,null,Pending
ORD_0000853,CUST_011296,Shipped,2022-11-06T09:46:00.000Z,2022-11-07T06:46:00.000Z,2022-11-09T06:46:00.000Z,null,2022-11-13T09:46:00.000Z,2022-11-06,2022,11,November,6,Sunday,44,4,9,21,48,null,7,null,Pending
ORD_0000869,CUST_007156,Delivered,2021-10-15T02:22:00.000Z,2021-10-15T16:22:00.000Z,2021-10-18T16:22:00.000Z,2021-10-23T02:22:00.000Z,2021-10-25T02:22:00.000Z,2021-10-15,2021,10,October,15,Friday,41,4,2,14,72,8,10,-2,On Time
ORD_0000898,CUST_012158,Processing,2023-01-29T15:13:00.000Z,2023-01-30T07:13:00.000Z,2023-01-31T07:13:00.000Z,null,2023-02-08T15:13:00.000Z,2023-01-29,2023,1,January,29,Sunday,4,1,15,16,24,null,10,null,Pending
ORD_0000904,CUST_007469,Processing,2021-09-21T15:25:00.000Z,2021-09-22T06:25:00.000Z,2021-09-23T06:25:00.000Z,null,2021-10-08T15:25:00.000Z,2021-09-21,2021,9,September,21,Tuesday,38,3,15,15,24,null,17,null,Pending
ORD_0000910,CUST_014050,Cancelled,2023-06-12T03:04:00.000Z,2023-06-12T14:04:00.000Z,2023-06-15T14:04:00.000Z,null,2023-06-21T03:04:00.000Z,2023-06-12,2023,6,June,12,Monday,24,2,3,11,72,null,9,null,Pending
ORD_0000949,CUST_009270,Shipped,2022-04-07T21:50:00.000Z,2022-04-08T01:50:00.000Z,2022-04-09T01:50:00.000Z,null,2022-04-24T21:50:00.000Z,2022-04-07,2022,4,April,7,Thursday,14,2,21,4,24,null,17,null,Pending
ORD_0000963,CUST_014485,Cancelled,2023-01-13T18:18:00.000Z,2023-01-14T00:18:00.000Z,2023-01-16T00:18:00.000Z,null,2023-01-25T18:18:00.000Z,2023-01-13,2023,1,January,13,Friday,2,1,18,6,48,null,12,null,Pending
ORD_0000965,CUST_011740,Shipped,2022-03-18T02:17:00.000Z,2022-03-18T06:17:00.000Z,2022-03-19T06:17:00.000Z,null,2022-04-04T02:17:00.000Z,2022-03-18,2022,3,March,18,Friday,11,1,2,4,24,null,17,null,Pending
ORD_0000967,CUST_008131,Delivered,2022-09-19T06:42:00.000Z,2022-09-19T10:42:00.000Z,2022-09-21T10:42:00.000Z,2022-09-23T06:42:00.000Z,2022-09-28T06:42:00.000Z,2022-09-19,2022,9,September,19,Monday,38,3,6,4,48,4,9,-5,On Time
ORD_0000983,CUST_005006,Delivered,2021-09-10T20:20:00.000Z,2021-09-11T01:20:00.000Z,2021-09-12T01:20:00.000Z,2021-09-21T20:20:00.000Z,2021-09-24T20:20:00.000Z,2021-09-10,2021,9,September,10,Friday,36,3,20,5,24,11,14,-3,On Time
ORD_0001002,CUST_006657,Shipped,2022-07-20T02:51:00.000Z,2022-07-20T10:51:00.000Z,2022-07-21T10:51:00.000Z,null,2022-07-28T02:51:00.000Z,2022-07-20,2022,7,July,20,Wednesday,29,3,2,8,24,null,8,null,Pending
ORD_0001022,CUST_007542,Invoiced,2021-12-18T21:28:00.000Z,2021-12-19T18:28:00.000Z,2021-12-20T18:28:00.000Z,null,2022-01-05T21:28:00.000Z,2021-12-18,2021,12,December,18,Saturday,50,4,21,21,24,null,18,null,Pending
ORD_0001046,CUST_012024,Cancelled,2021-09-17T19:59:00.000Z,2021-09-18T12:59:00.000Z,2021-09-21T12:59:00.000Z,null,2021-09-27T19:59:00.000Z,2021-09-17,2021,9,September,17,Friday,37,3,19,17,72,null,10,null,Pending
ORD_0001060,CUST_003369,Invoiced,2022-09-25T21:26:00.000Z,2022-09-25T23:26:00.000Z,2022-09-27T23:26:00.000Z,null,2022-10-02T21:26:00.000Z,2022-09-25,2022,9,September,25,Sunday,38,3,21,2,48,null,7,null,Pending
ORD_0001074,CUST_010092,Delivered,2021-09-02T01:01:00.000Z,2021-09-02T07:01:00.000Z,2021-09-03T07:01:00.000Z,2021-09-17T01:01:00.000Z,2021-09-16T01:01:00.000Z,2021-09-02,2021,9,September,2,Thursday,35,3,1,6,24,15,14,1,Delayed
ORD_0001105,CUST_005353,Delivered,2023-01-21T21:36:00.000Z,2023-01-22T05:36:00.000Z,2023-01-24T05:36:00.000Z,2023-01-31T21:36:00.000Z,2023-02-04T21:36:00.000Z,2023-01-21,2023,1,January,21,Saturday,3,1,21,8,48,10,14,-4,On Time
ORD_0001108,CUST_011012,Delivered,2021-08-01T23:20:00.000Z,2021-08-02T06:20:00.000Z,2021-08-04T06:20:00.000Z,2021-08-07T23:20:00.000Z,2021-08-18T23:20:00.000Z,2021-08-01,2021,8,August,1,Sunday,30,3,23,7,48,6,17,-11,On Time
ORD_0001118,CUST_007635,Delivered,2021-12-13T03:12:00.000Z,2021-12-13T20:12:00.000Z,2021-12-15T20:12:00.000Z,2021-12-22T03:12:00.000Z,2021-12-21T03:12:00.000Z,2021-12-13,2021,12,December,13,Monday,50,4,3,17,48,9,8,1,Delayed
ORD_0001132,CUST_010815,Delivered,2022-03-27T13:52:00.000Z,2022-03-28T08:52:00.000Z,2022-03-30T08:52:00.000Z,2022-04-04T13:52:00.000Z,2022-04-04T13:52:00.000Z,2022-03-27,2022,3,March,27,Sunday,12,1,13,19,48,8,8,0,On Time
ORD_0001208,CUST_014297,Delivered,2022-10-19T00:20:00.000Z,2022-10-19T11:20:00.000Z,2022-10-21T11:20:00.000Z,2022-10-26T00:20:00.000Z,2022-11-03T00:20:00.000Z,2022-10-19,2022,10,October,19,Wednesday,42,4,0,11,48,7,15,-8,On Time
ORD_0001211,CUST_006841,Delivered,2022-10-06T12:14:00.000Z,2022-10-07T05:14:00.000Z,2022-10-09T05:14:00.000Z,2022-10-10T12:14:00.000Z,2022-10-13T12:14:00.000Z,2022-10-06,2022,10,October,6,Thursday,40,4,12,17,48,4,7,-3,On Time
ORD_0001218,CUST_003720,Cancelled,2022-07-28T19:15:00.000Z,2022-07-29T03:15:00.000Z,2022-08-01T03:15:00.000Z,null,2022-08-17T19:15:00.000Z,2022-07-28,2022,7,July,28,Thursday,30,3,19,8,72,null,20,null,Pending
ORD_0001274,CUST_004213,Cancelled,2022-11-27T03:28:00.000Z,2022-11-27T17:28:00.000Z,2022-11-28T17:28:00.000Z,null,2022-12-13T03:28:00.000Z,2022-11-27,2022,11,November,27,Sunday,47,4,3,14,24,null,16,null,Pending
ORD_0001279,CUST_009144,Delivered,2021-01-18T17:39:00.000Z,2021-01-18T18:39:00.000Z,2021-01-20T18:39:00.000Z,2021-02-05T17:39:00.000Z,2021-01-28T17:39:00.000Z,2021-01-18,2021,1,January,18,Monday,3,1,17,1,48,18,10,8,Delayed
ORD_0001297,CUST_011059,Delivered,2022-04-01T04:40:00.000Z,2022-04-01T13:40:00.000Z,2022-04-02T13:40:00.000Z,2022-05-01T04:40:00.000Z,2022-04-21T04:40:00.000Z,2022-04-01,2022,4,April,1,Friday,13,2,4,9,24,30,20,10,Delayed
ORD_0001301,CUST_007867,Invoiced,2022-06-13T20:50:00.000Z,2022-06-14T02:50:00.000Z,2022-06-16T02:50:00.000Z,null,2022-06-24T20:50:00.000Z,2022-06-13,2022,6,June,13,Monday,24,2,20,6,48,null,11,null,Pending
ORD_0001335,CUST_007346,Delivered,2021-12-27T16:41:00.000Z,2021-12-28T06:41:00.000Z,2021-12-30T06:41:00.000Z,2022-01-07T16:41:00.000Z,2022-01-08T16:41:00.000Z,2021-12-27,2021,12,December,27,Monday,52,4,16,14,48,11,12,-1,On Time
ORD_0001344,CUST_011931,Delivered,2022-04-21T10:10:00.000Z,2022-04-22T01:10:00.000Z,2022-04-23T01:10:00.000Z,2022-05-01T10:10:00.000Z,2022-04-28T10:10:00.000Z,2022-04-21,2022,4,April,21,Thursday,16,2,10,15,24,10,7,3,Delayed
ORD_0001427,CUST_003894,Invoiced,2023-01-26T03:04:00.000Z,2023-01-26T15:04:00.000Z,2023-01-27T15:04:00.000Z,null,2023-02-09T03:04:00.000Z,2023-01-26,2023,1,January,26,Thursday,4,1,3,12,24,null,14,null,Pending
ORD_0001433,CUST_012879,Invoiced,2021-06-12T23:58:00.000Z,2021-06-13T06:58:00.000Z,2021-06-16T06:58:00.000Z,null,2021-06-25T23:58:00.000Z,2021-06-12,2021,6,June,12,Saturday,23,2,23,7,72,null,13,null,Pending
ORD_0001436,CUST_007736,Shipped,2022-12-22T15:35:00.000Z,2022-12-22T20:35:00.000Z,2022-12-25T20:35:00.000Z,null,2023-01-09T15:35:00.000Z,2022-12-22,2022,12,December,22,Thursday,51,4,15,5,72,null,18,null,Pending
ORD_0001454,CUST_006992,Invoiced,2021-07-11T10:01:00.000Z,2021-07-12T10:01:00.000Z,2021-07-14T10:01:00.000Z,null,2021-07-24T10:01:00.000Z,2021-07-11,2021,7,July,11,Sunday,27,3,10,24,48,null,13,null,Pending
ORD_0001457,CUST_010626,Delivered,2023-05-18T23:13:00.000Z,2023-05-19T12:13:00.000Z,2023-05-21T12:13:00.000Z,2023-05-22T23:13:00.000Z,2023-06-01T23:13:00.000Z,2023-05-18,2023,5,May,18,Thursday,20,2,23,13,48,4,14,-10,On Time
ORD_0001470,CUST_002988,Invoiced,2021-11-30T04:45:00.000Z,2021-12-01T02:45:00.000Z,2021-12-03T02:45:00.000Z,null,2021-12-19T04:45:00.000Z,2021-11-30,2021,11,November,30,Tuesday,48,4,4,22,48,null,19,null,Pending
ORD_0001497,CUST_007623,Invoiced,2021-12-25T16:40:00.000Z,2021-12-26T12:40:00.000Z,2021-12-29T12:40:00.000Z,null,2022-01-06T16:40:00.000Z,2021-12-25,2021,12,December,25,Saturday,51,4,16,20,72,null,12,null,Pending
ORD_0001545,CUST_012110,Delivered,2022-01-18T23:48:00.000Z,2022-01-19T18:48:00.000Z,2022-01-21T18:48:00.000Z,2022-02-13T23:48:00.000Z,2022-02-07T23:48:00.000Z,2022-01-18,2022,1,January,18,Tuesday,3,1,23,19,48,26,20,6,Delayed
ORD_0001559,CUST_014718,Processing,2022-02-23T21:40:00.000Z,2022-02-24T03:40:00.000Z,2022-02-27T03:40:00.000Z,null,2022-03-03T21:40:00.000Z,2022-02-23,2022,2,February,23,Wednesday,8,1,21,6,72,null,8,null,Pending
ORD_0001618,CUST_003213,Shipped,2023-03-26T00:13:00.000Z,2023-03-26T13:13:00.000Z,2023-03-27T13:13:00.000Z,null,2023-04-14T00:13:00.000Z,2023-03-26,2023,3,March,26,Sunday,12,1,0,13,24,null,19,null,Pending
ORD_0001645,CUST_006880,Invoiced,2023-06-06T14:12:00.000Z,2023-06-06T19:12:00.000Z,2023-06-09T19:12:00.000Z,null,2023-06-23T14:12:00.000Z,2023-06-06,2023,6,June,6,Tuesday,23,2,14,5,72,null,17,null,Pending
ORD_0001648,CUST_005132,Delivered,2021-06-02T10:07:00.000Z,2021-06-03T03:07:00.000Z,2021-06-04T03:07:00.000Z,2021-06-10T10:07:00.000Z,2021-06-18T10:07:00.000Z,2021-06-02,2021,6,June,2,Wednesday,22,2,10,17,24,8,16,-8,On Time
ORD_0001654,CUST_014436,Delivered,2021-10-10T13:43:00.000Z,2021-10-11T02:43:00.000Z,2021-10-14T02:43:00.000Z,2021-10-27T13:43:00.000Z,2021-10-21T13:43:00.000Z,2021-10-10,2021,10,October,10,Sunday,40,4,13,13,72,17,11,6,Delayed
ORD_0001687,CUST_012731,Invoiced,2023-02-18T22:33:00.000Z,2023-02-19T10:33:00.000Z,2023-02-20T10:33:00.000Z,null,2023-03-07T22:33:00.000Z,2023-02-18,2023,2,February,18,Saturday,7,1,22,12,24,null,17,null,Pending
ORD_0001689,CUST_008625,Invoiced,2022-11-24T10:48:00.000Z,2022-11-24T20:48:00.000Z,2022-11-27T20:48:00.000Z,null,2022-12-09T10:48:00.000Z,2022-11-24,2022,11,November,24,Thursday,47,4,10,10,72,null,15,null,Pending
ORD_0001696,CUST_009538,Delivered,2023-04-01T06:52:00.000Z,2023-04-01T12:52:00.000Z,2023-04-02T12:52:00.000Z,2023-04-07T06:52:00.000Z,2023-04-09T06:52:00.000Z,2023-04-01,2023,4,April,1,Saturday,13,2,6,6,24,6,8,-2,On Time
ORD_0001730,CUST_003968,Delivered,2021-01-03T11:50:00.000Z,2021-01-04T05:50:00.000Z,2021-01-06T05:50:00.000Z,2021-01-17T11:50:00.000Z,2021-01-10T11:50:00.000Z,2021-01-03,2021,1,January,3,Sunday,53,1,11,18,48,14,7,7,Delayed
ORD_0001783,CUST_013639,Delivered,2022-10-28T04:57:00.000Z,2022-10-28T21:57:00.000Z,2022-10-31T21:57:00.000Z,2022-11-27T04:57:00.000Z,2022-11-17T04:57:00.000Z,2022-10-28,2022,10,October,28,Friday,43,4,4,17,72,30,20,10,Delayed
ORD_0001812,CUST_008346,Delivered,2021-07-15T23:23:00.000Z,2021-07-16T10:23:00.000Z,2021-07-19T10:23:00.000Z,2021-07-24T23:23:00.000Z,2021-08-03T23:23:00.000Z,2021-07-15,2021,7,July,15,Thursday,28,3,23,11,72,9,19,-10,On Time
ORD_0001818,CUST_001454,Invoiced,2022-05-26T21:57:00.000Z,2022-05-27T21:57:00.000Z,2022-05-28T21:57:00.000Z,null,2022-06-07T21:57:00.000Z,2022-05-26,2022,5,May,26,Thursday,21,2,21,24,24,null,12,null,Pending
ORD_0001820,CUST_004884,Delivered,2022-07-23T00:11:00.000Z,2022-07-23T04:11:00.000Z,2022-07-24T04:11:00.000Z,2022-08-06T00:11:00.000Z,2022-07-31T00:11:00.000Z,2022-07-23,2022,7,July,23,Saturday,29,3,0,4,24,14,8,6,Delayed
