order_id,product_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_date,purchase_year,purchase_month,purchase_month_name,purchase_day,purchase_day_name,purchase_week,purchase_quarter,purchase_hour,approval_time_hours,carrier_time_hours,delivery_time_days,estimated_delivery_days,delivery_delay_days,delivery_status,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_region,order_item_id,seller_id,shipping_limit_date,price,freight_value,gross_sales,shipping_cost,total_amount,shipping_percentage,shipping_category,price_category,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,size_category,weight_category,shipping_type,payment_sequential,payment_type,payment_installments,payment_value,is_installment,payment_value_category,installment_category,net_sales,shipping_amount,total_sales,profit,order_value_segment,delivery_performance
ORD_0000157,PROD_001335,CUST_004316,Invoiced,2021-11-24T06:18:00.000Z,2021-11-24T22:18:00.000Z,2021-11-27T22:18:00.000Z,null,2021-12-14T06:18:00.000Z,2021-11-24,2021,11,November,24,Wednesday,47,4,6,16,72,null,20,null,Pending,UNIQ_004316,15346,Joao Pessoa,PB,Northeast,1,SELL_0188,2021-11-26T06:18:00.000Z,360.51,76.03,360.51,76.03,436.54,21.09,High,Standard,Sports,23,286,3,11803,84,37,73,226884,Large,Heavy,Special Handling,1,Credit_card,6,2297.44,Yes,Premium Value,Medium Term EMI,360.51,76.03,436.54,72.1,Medium,Delayed
ORD_0000168,PROD_000970,CUST_008355,Invoiced,2023-01-07T08:58:00.000Z,2023-01-07T13:58:00.000Z,2023-01-10T13:58:00.000Z,null,2023-01-26T08:58:00.000Z,2023-01-07,2023,1,January,7,Saturday,1,1,8,5,72,null,19,null,Pending,UNIQ_008355,92862,Natal,RN,Northeast,1,SELL_0331,2023-01-09T08:58:00.000Z,879.4,49.37,879.4,49.37,928.77,5.61,Medium,Premium,Computers,54,764,2,21602,100,45,13,58500,Large,Heavy,Special Handling,1,Voucher,1,2636.12,No,Premium Value,Single Payment,879.4,49.37,928.77,175.88,High,Delayed
ORD_0000175,PROD_000639,CUST_004346,Delivered,2021-12-26T12:22:00.000Z,2021-12-27T09:22:00.000Z,2021-12-28T09:22:00.000Z,2022-01-01T12:22:00.000Z,2022-01-14T12:22:00.000Z,2021-12-26,2021,12,December,26,Sunday,51,4,12,21,24,6,19,-13,On Time,UNIQ_004346,94363,Rio De Janeiro,RJ,Southeast,1,SELL_0155,2021-12-29T12:22:00.000Z,1692.92,6.61,1692.92,6.61,1699.53,0.39,Low,Premium,Automotive,43,579,1,24901,93,18,62,103788,Large,Heavy,Special Handling,1,Voucher,6,2358.19,Yes,Premium Value,Medium Term EMI,1692.92,6.61,1699.53,338.58,Premium,On Time
ORD_0000192,PROD_001828,CUST_007313,Cancelled,2021-11-20T19:46:00.000Z,2021-11-21T01:46:00.000Z,2021-11-23T01:46:00.000Z,null,2021-12-01T19:46:00.000Z,2021-11-20,2021,11,November,20,Saturday,46,4,19,6,48,null,11,null,Pending,UNIQ_007313,14229,Natal,RN,Northeast,2,SELL_0337,2021-11-23T19:46:00.000Z,1563.4,55.48,1563.4,55.48,1618.88,3.55,High,Premium,Office,68,474,2,18467,43,47,27,54567,Large,Heavy,Special Handling,1,Credit_card,2,1378.86,Yes,Premium Value,Short Term EMI,1563.4,55.48,1618.88,312.68,Premium,Delayed
ORD_0000193,PROD_000787,CUST_005432,Invoiced,2023-05-23T17:53:00.000Z,2023-05-23T21:53:00.000Z,2023-05-25T21:53:00.000Z,null,2023-06-09T17:53:00.000Z,2023-05-23,2023,5,May,23,Tuesday,21,2,17,4,48,null,17,null,Pending,UNIQ_005432,80544,Porto Velho,RO,North,1,SELL_0480,2023-05-26T17:53:00.000Z,1910.37,68.83,1910.37,68.83,1979.2,3.6,High,Premium,Beauty,69,382,4,20903,88,7,58,35728,Large,Heavy,Special Handling,1,Debit_card,1,655.79,No,High Value,Single Payment,1910.37,68.83,1979.2,382.07,Premium,Delayed
ORD_0000195,PROD_000510,CUST_014416,Shipped,2023-03-24T21:13:00.000Z,2023-03-25T13:13:00.000Z,2023-03-27T13:13:00.000Z,null,2023-04-06T21:13:00.000Z,2023-03-24,2023,3,March,24,Friday,12,1,21,16,48,null,13,null,Pending,UNIQ_014416,58187,Belem,PA,North,1,SELL_0108,2023-03-25T21:13:00.000Z,1088.87,11.94,1088.87,11.94,1100.81,1.1,Low,Premium,Food,23,681,6,17136,42,32,16,21504,Large,Heavy,Special Handling,1,Credit_card,3,984.83,Yes,High Value,Short Term EMI,1088.87,11.94,1100.81,217.77,Premium,Delayed
ORD_0000305,PROD_001605,CUST_011731,Invoiced,2022-08-29T15:36:00.000Z,2022-08-30T02:36:00.000Z,2022-09-01T02:36:00.000Z,null,2022-09-13T15:36:00.000Z,2022-08-29,2022,8,August,29,Monday,35,3,15,11,48,null,15,null,Pending,UNIQ_011731,60841,Natal,RN,Northeast,1,SELL_0069,2022-09-01T15:36:00.000Z,1410.34,73.58,1410.34,73.58,1483.92,5.22,High,Premium,Food,21,528,2,8309,68,25,52,88400,Large,Heavy,Special Handling,1,Credit_card,1,368.04,No,Medium Value,Single Payment,1410.34,73.58,1483.92,282.07,Premium,Delayed
ORD_0000355,PROD_002421,CUST_003462,Delivered,2022-07-17T08:35:00.000Z,2022-07-18T02:35:00.000Z,2022-07-19T02:35:00.000Z,2022-07-23T08:35:00.000Z,2022-07-31T08:35:00.000Z,2022-07-17,2022,7,July,17,Sunday,28,3,8,18,24,6,14,-8,On Time,UNIQ_003462,76770,Campo Grande,MS,Central-West,1,SELL_0012,2022-07-19T08:35:00.000Z,1301.79,44.95,1301.79,44.95,1346.74,3.45,Medium,Premium,Garden,29,464,2,26003,78,48,46,172224,Large,Heavy,Special Handling,1,Debit_card,12,542.56,Yes,High Value,Long Term EMI,1301.79,44.95,1346.74,260.36,Premium,On Time
ORD_0000356,PROD_001897,CUST_000431,Processing,2023-02-13T19:47:00.000Z,2023-02-14T15:47:00.000Z,2023-02-17T15:47:00.000Z,null,2023-02-21T19:47:00.000Z,2023-02-13,2023,2,February,13,Monday,7,1,19,20,72,null,8,null,Pending,UNIQ_000431,29887,Rio De Janeiro,RJ,Southeast,3,SELL_0036,2023-02-15T19:47:00.000Z,1814.11,42.84,1814.11,42.84,1856.95,2.36,Medium,Premium,Health,64,237,1,10207,38,46,80,139840,Large,Heavy,Special Handling,1,Voucher,1,638.8,No,High Value,Single Payment,1814.11,42.84,1856.95,362.82,Premium,Delayed
ORD_0000370,PROD_002702,CUST_014437,Delivered,2023-06-11T02:37:00.000Z,2023-06-12T02:37:00.000Z,2023-06-13T02:37:00.000Z,2023-06-21T02:37:00.000Z,2023-06-23T02:37:00.000Z,2023-06-11,2023,6,June,11,Sunday,23,2,2,24,24,10,12,-2,On Time,UNIQ_014437,77158,Teresina,PI,Northeast,1,SELL_0087,2023-06-14T02:37:00.000Z,676.12,54.97,676.12,54.97,731.09,8.13,High,Premium,Beauty,27,116,3,2906,57,8,69,31464,Large,Heavy,Standard,1,Debit_card,1,892.42,No,High Value,Single Payment,676.12,54.97,731.09,135.22,High,On Time
ORD_0000373,PROD_001066,CUST_010544,Processing,2022-06-07T14:51:00.000Z,2022-06-08T06:51:00.000Z,2022-06-09T06:51:00.000Z,null,2022-06-22T14:51:00.000Z,2022-06-07,2022,6,June,7,Tuesday,23,2,14,16,24,null,15,null,Pending,UNIQ_010544,65987,Florianopolis,SC,South,1,SELL_0442,2022-06-09T14:51:00.000Z,154.87,9.85,154.87,9.85,164.72,6.36,Low,Standard,Books,22,234,6,4377,67,45,48,144720,Large,Heavy,Standard,1,Boleto,1,1253.47,No,Premium Value,Single Payment,154.87,9.85,164.72,30.97,Medium,Delayed
ORD_0000390,PROD_000418,CUST_008309,Delivered,2021-08-17T17:12:00.000Z,2021-08-17T21:12:00.000Z,2021-08-19T21:12:00.000Z,2021-08-27T17:12:00.000Z,2021-09-01T17:12:00.000Z,2021-08-17,2021,8,August,17,Tuesday,33,3,17,4,48,10,15,-5,On Time,UNIQ_008309,98625,Belem,PA,North,1,SELL_0130,2021-08-20T17:12:00.000Z,401.93,16.78,401.93,16.78,418.71,4.17,Low,Standard,Beauty,66,572,6,19221,62,30,59,109740,Large,Heavy,Special Handling,2,Credit_card,1,96.02,No,Low Value,Single Payment,401.93,16.78,418.71,80.39,Medium,On Time
ORD_0000410,PROD_002040,CUST_009668,Delivered,2022-03-12T18:22:00.000Z,2022-03-13T13:22:00.000Z,2022-03-15T13:22:00.000Z,2022-03-21T18:22:00.000Z,2022-03-22T18:22:00.000Z,2022-03-12,2022,3,March,12,Saturday,10,1,18,19,48,9,10,-1,On Time,UNIQ_009668,74563,Manaus,AM,North,1,SELL_0112,2022-03-15T18:22:00.000Z,1032.9,33,1032.9,33,1065.9,3.19,Medium,Premium,Sports,69,246,3,14777,30,36,41,44280,Large,Heavy,Special Handling,1,Voucher,1,336.26,No,Medium Value,Single Payment,1032.9,33,1065.9,206.58,Premium,On Time
ORD_0000423,PROD_001437,CUST_012797,Delivered,2022-12-27T07:43:00.000Z,2022-12-27T23:43:00.000Z,2022-12-30T23:43:00.000Z,2023-01-05T07:43:00.000Z,2023-01-16T07:43:00.000Z,2022-12-27,2022,12,December,27,Tuesday,52,4,7,16,72,9,20,-11,On Time,UNIQ_012797,27042,Fortaleza,CE,Northeast,1,SELL_0293,2022-12-30T07:43:00.000Z,686.31,27.11,686.31,27.11,713.42,3.95,Medium,Premium,Fashion,20,984,6,17289,60,11,59,38940,Large,Heavy,Special Handling,1,Credit_card,3,2016.97,Yes,Premium Value,Short Term EMI,686.31,27.11,713.42,137.26,High,On Time
ORD_0000446,PROD_000120,CUST_006443,Invoiced,2022-09-27T14:21:00.000Z,2022-09-28T01:21:00.000Z,2022-09-30T01:21:00.000Z,null,2022-10-08T14:21:00.000Z,2022-09-27,2022,9,September,27,Tuesday,39,3,14,11,48,null,11,null,Pending,UNIQ_006443,86092,Sao Paulo,SP,Southeast,1,SELL_0499,2022-09-28T14:21:00.000Z,1133.36,79.78,1133.36,79.78,1213.14,7.04,High,Premium,Beauty,28,426,2,22817,71,46,74,241684,Large,Heavy,Special Handling,1,Voucher,12,2568.36,Yes,Premium Value,Long Term EMI,1133.36,79.78,1213.14,226.67,Premium,Delayed
ORD_0000465,PROD_001746,CUST_008945,Processing,2021-08-30T21:24:00.000Z,2021-08-31T13:24:00.000Z,2021-09-02T13:24:00.000Z,null,2021-09-18T21:24:00.000Z,2021-08-30,2021,8,August,30,Monday,35,3,21,16,48,null,19,null,Pending,UNIQ_008945,27688,Natal,RN,Northeast,2,SELL_0499,2021-09-01T21:24:00.000Z,2403.03,74,2403.03,74,2477.03,3.08,High,Premium,Automotive,38,774,5,20069,88,30,35,92400,Large,Heavy,Special Handling,1,Boleto,1,2392.9,No,Premium Value,Single Payment,2403.03,74,2477.03,480.61,Premium,Delayed
ORD_0000472,PROD_000135,CUST_010010,Delivered,2022-07-17T15:17:00.000Z,2022-07-18T06:17:00.000Z,2022-07-20T06:17:00.000Z,2022-07-29T15:17:00.000Z,2022-07-25T15:17:00.000Z,2022-07-17,2022,7,July,17,Sunday,28,3,15,15,48,12,8,4,Delayed,UNIQ_010010,60393,Joao Pessoa,PB,Northeast,1,SELL_0047,2022-07-18T15:17:00.000Z,1774.34,41.23,1774.34,41.23,1815.57,2.32,Medium,Premium,Electronics,24,506,6,27258,29,31,11,9889,Medium,Heavy,Special Handling,2,Credit_card,2,21.25,Yes,Low Value,Short Term EMI,1774.34,41.23,1815.57,354.87,Premium,Delayed
ORD_0000486,PROD_002903,CUST_001785,Cancelled,2023-04-17T08:36:00.000Z,2023-04-17T18:36:00.000Z,2023-04-18T18:36:00.000Z,null,2023-04-26T08:36:00.000Z,2023-04-17,2023,4,April,17,Monday,16,2,8,10,24,null,9,null,Pending,UNIQ_001785,50723,Belem,PA,North,1,SELL_0116,2023-04-19T08:36:00.000Z,965.19,11.56,965.19,11.56,976.75,1.2,Low,Premium,Sports,49,171,3,14064,47,11,51,26367,Large,Heavy,Special Handling,1,Debit_card,6,424.68,Yes,Medium Value,Medium Term EMI,965.19,11.56,976.75,193.04,High,Delayed
ORD_0000488,PROD_001074,CUST_012942,Delivered,2021-06-30T16:39:00.000Z,2021-07-01T01:39:00.000Z,2021-07-04T01:39:00.000Z,2021-07-03T16:39:00.000Z,2021-07-09T16:39:00.000Z,2021-06-30,2021,6,June,30,Wednesday,26,2,16,9,72,3,9,-6,On Time,UNIQ_012942,21723,Fortaleza,CE,Northeast,1,SELL_0171,2021-07-02T16:39:00.000Z,928.99,26.24,928.99,26.24,955.23,2.82,Medium,Premium,Fashion,53,129,2,20693,80,48,76,291840,Large,Heavy,Special Handling,1,Debit_card,6,509.79,Yes,High Value,Medium Term EMI,928.99,26.24,955.23,185.8,High,On Time
ORD_0000506,PROD_000634,CUST_014148,Processing,2021-12-18T20:45:00.000Z,2021-12-19T01:45:00.000Z,2021-12-22T01:45:00.000Z,null,2022-01-04T20:45:00.000Z,2021-12-18,2021,12,December,18,Saturday,50,4,20,5,72,null,17,null,Pending,UNIQ_014148,49344,Joao Pessoa,PB,Northeast,1,SELL_0196,2021-12-19T20:45:00.000Z,1612.12,53.28,1612.12,53.28,1665.4,3.3,High,Premium,Beauty,52,445,3,22392,13,18,11,2574,Medium,Heavy,Special Handling,2,Credit_card,1,20.04,No,Low Value,Single Payment,1612.12,53.28,1665.4,322.42,Premium,Delayed
ORD_0000534,PROD_001381,CUST_007865,Processing,2021-08-02T18:01:00.000Z,2021-08-03T03:01:00.000Z,2021-08-06T03:01:00.000Z,null,2021-08-13T18:01:00.000Z,2021-08-02,2021,8,August,2,Monday,31,3,18,9,72,null,11,null,Pending,UNIQ_007865,57000,Porto Alegre,RS,South,3,SELL_0347,2021-08-05T18:01:00.000Z,284.47,41.93,284.47,41.93,326.4,14.74,Medium,Standard,Health,64,407,5,17227,78,14,35,38220,Large,Heavy,Special Handling,2,Voucher,1,56.87,No,Low Value,Single Payment,284.47,41.93,326.4,56.89,Medium,Delayed
ORD_0000565,PROD_001969,CUST_002725,Processing,2022-07-03T22:32:00.000Z,2022-07-04T21:32:00.000Z,2022-07-05T21:32:00.000Z,null,2022-07-11T22:32:00.000Z,2022-07-03,2022,7,July,3,Sunday,26,3,22,23,24,null,8,null,Pending,UNIQ_002725,20287,Salvador,BA,Northeast,1,SELL_0434,2022-07-06T22:32:00.000Z,2229.53,68.61,2229.53,68.61,2298.14,3.08,High,Premium,Books,50,678,6,27574,87,8,21,14616,Large,Heavy,Special Handling,1,Credit_card,1,875.29,No,High Value,Single Payment,2229.53,68.61,2298.14,445.91,Premium,Delayed
ORD_0000579,PROD_001631,CUST_011123,Delivered,2021-01-31T03:16:00.000Z,2021-01-31T23:16:00.000Z,2021-02-02T23:16:00.000Z,2021-02-03T03:16:00.000Z,2021-02-18T03:16:00.000Z,2021-01-31,2021,1,January,31,Sunday,4,1,3,20,48,3,18,-15,On Time,UNIQ_011123,90658,Goiania,GO,Central-West,1,SELL_0053,2021-02-01T03:16:00.000Z,1788.38,77.74,1788.38,77.74,1866.12,4.35,High,Premium,Electronics,63,455,6,11997,85,10,58,49300,Large,Heavy,Special Handling,1,Boleto,3,356.09,Yes,Medium Value,Short Term EMI,1788.38,77.74,1866.12,357.68,Premium,On Time
ORD_0000583,PROD_001808,CUST_014066,Cancelled,2022-10-16T20:38:00.000Z,2022-10-17T18:38:00.000Z,2022-10-20T18:38:00.000Z,null,2022-11-02T20:38:00.000Z,2022-10-16,2022,10,October,16,Sunday,41,4,20,22,72,null,17,null,Pending,UNIQ_014066,36442,Belo Horizonte,MG,Southeast,2,SELL_0125,2022-10-17T20:38:00.000Z,543.31,43.01,543.31,43.01,586.32,7.92,Medium,Premium,Fashion,21,220,5,15277,69,5,39,13455,Large,Heavy,Special Handling,1,Debit_card,1,1042.82,No,Premium Value,Single Payment,543.31,43.01,586.32,108.66,High,Delayed
ORD_0000586,PROD_000221,CUST_013572,Processing,2021-11-25T23:44:00.000Z,2021-11-26T12:44:00.000Z,2021-11-27T12:44:00.000Z,null,2021-12-12T23:44:00.000Z,2021-11-25,2021,11,November,25,Thursday,47,4,23,13,24,null,17,null,Pending,UNIQ_013572,92681,Teresina,PI,Northeast,1,SELL_0314,2021-11-27T23:44:00.000Z,484.09,36.73,484.09,36.73,520.82,7.59,Medium,Standard,Computers,31,925,6,11370,24,49,16,18816,Large,Heavy,Special Handling,1,Credit_card,6,1573.59,Yes,Premium Value,Medium Term EMI,484.09,36.73,520.82,96.82,High,Delayed
ORD_0000596,PROD_001570,CUST_008540,Delivered,2021-05-24T14:30:00.000Z,2021-05-24T22:30:00.000Z,2021-05-25T22:30:00.000Z,2021-06-19T14:30:00.000Z,2021-06-13T14:30:00.000Z,2021-05-24,2021,5,May,24,Monday,21,2,14,8,24,26,20,6,Delayed,UNIQ_008540,16557,Porto Velho,RO,North,1,SELL_0391,2021-05-25T14:30:00.000Z,85.92,12.09,85.92,12.09,98.01,14.07,Low,Budget,Beauty,69,703,4,12895,63,47,76,225036,Large,Heavy,Special Handling,1,Voucher,2,1498.78,Yes,Premium Value,Short Term EMI,85.92,12.09,98.01,17.18,Low,Delayed
ORD_0000597,PROD_000384,CUST_004358,Invoiced,2021-04-09T04:42:00.000Z,2021-04-09T17:42:00.000Z,2021-04-11T17:42:00.000Z,null,2021-04-19T04:42:00.000Z,2021-04-09,2021,4,April,9,Friday,14,2,4,13,48,null,10,null,Pending,UNIQ_004358,74336,Belem,PA,North,1,SELL_0419,2021-04-12T04:42:00.000Z,747.84,31.62,747.84,31.62,779.46,4.23,Medium,Premium,Health,67,516,5,28548,16,47,59,44368,Large,Heavy,Special Handling,1,Debit_card,12,2662.33,Yes,Premium Value,Long Term EMI,747.84,31.62,779.46,149.57,High,Delayed
ORD_0000598,PROD_001924,CUST_007662,Delivered,2021-01-08T08:51:00.000Z,2021-01-09T04:51:00.000Z,2021-01-11T04:51:00.000Z,2021-01-15T08:51:00.000Z,2021-01-28T08:51:00.000Z,2021-01-08,2021,1,January,8,Friday,1,1,8,20,48,7,20,-13,On Time,UNIQ_007662,59811,Sao Paulo,SP,Southeast,2,SELL_0124,2021-01-09T08:51:00.000Z,1413.41,58.38,1413.41,58.38,1471.79,4.13,High,Premium,Books,22,125,4,9024,58,11,45,28710,Large,Heavy,Special Handling,1,Credit_card,3,2298.18,Yes,Premium Value,Short Term EMI,1413.41,58.38,1471.79,282.68,Premium,On Time
ORD_0000601,PROD_001343,CUST_010306,Cancelled,2022-04-18T03:15:00.000Z,2022-04-19T02:15:00.000Z,2022-04-22T02:15:00.000Z,null,2022-04-27T03:15:00.000Z,2022-04-18,2022,4,April,18,Monday,16,2,3,23,72,null,9,null,Pending,UNIQ_010306,38061,Porto Velho,RO,North,3,SELL_0462,2022-04-21T03:15:00.000Z,790.62,19.84,790.62,19.84,810.46,2.51,Low,Premium,Beauty,67,915,4,27619,15,39,19,11115,Large,Heavy,Special Handling,1,Debit_card,3,2389.02,Yes,Premium Value,Short Term EMI,790.62,19.84,810.46,158.12,High,Delayed
ORD_0000678,PROD_000606,CUST_008737,Invoiced,2022-10-14T09:49:00.000Z,2022-10-14T22:49:00.000Z,2022-10-17T22:49:00.000Z,null,2022-10-29T09:49:00.000Z,2022-10-14,2022,10,October,14,Friday,41,4,9,13,72,null,15,null,Pending,UNIQ_008737,41939,Goiania,GO,Central-West,1,SELL_0211,2022-10-15T09:49:00.000Z,104.13,33.23,104.13,33.23,137.36,31.91,Medium,Standard,Home_appliances,27,533,5,24183,13,40,75,39000,Large,Heavy,Special Handling,2,Debit_card,1,93.73,No,Low Value,Single Payment,104.13,33.23,137.36,20.83,Medium,Delayed
ORD_0000679,PROD_001571,CUST_012081,Processing,2022-08-20T06:45:00.000Z,2022-08-20T09:45:00.000Z,2022-08-22T09:45:00.000Z,null,2022-09-06T06:45:00.000Z,2022-08-20,2022,8,August,20,Saturday,33,3,6,3,48,null,17,null,Pending,UNIQ_012081,64002,Porto Velho,RO,North,1,SELL_0210,2022-08-21T06:45:00.000Z,762.8,12.7,762.8,12.7,775.5,1.66,Low,Premium,Fashion,27,777,5,6065,27,41,28,30996,Large,Heavy,Special Handling,1,Credit_card,12,965.76,Yes,High Value,Long Term EMI,762.8,12.7,775.5,152.56,High,Delayed
